timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2024/12/04 00:20:04.477, NVIDIA H100 80GB HBM3, 0 %, 0 %, 0 MiB, 81559 MiB
2024/12/04 00:30:04.476, NVIDIA H100 80GB HBM3, 49 %, 0 %, 1174 MiB, 81559 MiB
2024/12/04 00:40:04.473, NVIDIA H100 80GB HBM3, 49 %, 0 %, 1174 MiB, 81559 MiB
2024/12/04 00:50:04.471, NVIDIA H100 80GB HBM3, 49 %, 0 %, 1174 MiB, 81559 MiB
2024/12/04 01:00:04.471, NVIDIA H100 80GB HBM3, 47 %, 0 %, 1174 MiB, 81559 MiB
2024/12/04 01:10:04.469, NVIDIA H100 80GB HBM3, 49 %, 0 %, 1174 MiB, 81559 MiB
2024/12/04 01:20:04.467, NVIDIA H100 80GB HBM3, 47 %, 0 %, 1174 MiB, 81559 MiB
2024/12/04 01:30:04.466, NVIDIA H100 80GB HBM3, 47 %, 0 %, 1174 MiB, 81559 MiB
2024/12/04 01:40:04.464, NVIDIA H100 80GB HBM3, 56 %, 0 %, 1174 MiB, 81559 MiB
