gene,mean_expression
Tle2,0.037272118
Inpp4a,0.037259698
Rtp4,0.03725627
Abca9,0.03725275
Map4k2,0.037204064
Gatm,0.03716565
Abhd14b,0.03711665
Mmd,0.037015285
Hoxc5,0.03697746
Gna14,0.036934003
Speg,0.036871865
Asb13,0.036850635
Fah,0.03682202
4732471J01Rik,0.03680836
Dtx3l,0.036709424
Als2cl,0.036660917
Hoxc9,0.036587086
Zfp983,0.036534548
Mknk2,0.036413275
Lrrc49,0.036389448
Gm46430,0.03630751
Gsg1l,0.036210053
Trpm3,0.03617662
Emilin1,0.036070254
Cd74,0.03605666
Lgals9,0.036010146
Rps6kb2,0.035974532
Pdzrn3,0.035973493
Slc26a11,0.035945278
Cebpzos,0.035935413
Pnp,0.035933565
Zbtb7c,0.035909563
Ttc8,0.035895728
Mfhas1,0.03587799
Lpar1,0.03586845
Zfp870,0.03573002
S100a16,0.035723194
Gm20300,0.035723038
Eda,0.035587072
Slc31a2,0.035566606
E230016M11Rik,0.03555898
Ppp6r2,0.03555758
Krt10,0.0355389
Cacna1d,0.035516523
Gm15270,0.035475068
Mid2,0.03543646
Trp53i11,0.035321765
Ildr2,0.035313543
Fabp4,0.035238996
Plce1,0.035156958
6330403K07Rik,0.035037957
Abhd18,0.034958202
Cib2,0.034893002
Sgk3,0.034877323
Dnase1l1,0.034848694
Layn,0.03483611
Itgb8,0.034771215
Meis3,0.034742672
Col4a3,0.034731258
Hacd1,0.0346336
Izumo4,0.034536563
Adcy7,0.034490738
Steap3,0.034459665
Micall1,0.03435035
Cpeb2,0.03434399
Nudt18,0.03431889
Tmem63a,0.03428331
Tinagl1,0.034256727
Gm12216,0.03421139
Cxcl12,0.034177165
Il17rc,0.03409899
Gas7,0.03401382
Art4,0.03391029
Samd14,0.033895668
Wnt6,0.03385769
Zfr2,0.033834577
Gm20732,0.033759143
Fndc4,0.033724196
Islr,0.033679195
Slc8b1,0.03367205
Fgfr1,0.033665624
A230057D06Rik,0.03366029
Fhod1,0.03361909
Zc3h12b,0.033584826
E130102H24Rik,0.033551514
Exd2,0.033547144
Fli1,0.03351454
Ikbke,0.03350198
C77080,0.033488847
Dgkq,0.03347344
Fam98c,0.033428684
Rhbdf1,0.033327423
Enpp1,0.033311855
Nsg1,0.03328732
Reps2,0.033195976
Ehbp1l1,0.03319262
Vstm4,0.033076502
Samd9l,0.032994166
Tmem204,0.03295647
Frmd6,0.032950778
Nrxn1,0.032946844
Efhd1,0.03294014
Ap1s2,0.032916848
Dmpk,0.03289288
Ptger2,0.03287178
Dtwd1,0.032815948
Enpep,0.03279806
B230307C23Rik,0.032766443
Tubb6,0.032725085
Ppara,0.03270057
Gm16201,0.032608096
Clstn3,0.03260429
Rtn4rl1,0.032572594
Akr1b8,0.032399073
Vps37d,0.032394435
Abcd4,0.0323753
Gm17251,0.032310367
Basp1,0.0322826
Nckap5l,0.032215424
Mical2,0.032158535
Prrx1,0.032133557
Iqcc,0.03212669
Oasl2,0.032085817
Inf2,0.03207015
Fam189a2,0.032042135
Relb,0.03202577
Gm13889,0.032008734
Rogdi,0.031963617
Cdon,0.0319127
Akap12,0.031903103
Adamts12,0.031879272
2010315B03Rik,0.031869005
Tor3a,0.031808745
Acrbp,0.031676903
Rtl4,0.03164928
Nid2,0.031640533
Evi5l,0.031614747
Nfatc4,0.031599198
Nr4a2,0.031590283
Eps8l1,0.031535126
Hspb1,0.031489365
Cp,0.031473693
C030006K11Rik,0.0313937
Chsy3,0.03138636
Pkd2l2,0.031297147
Paxx,0.031270802
Ttc38,0.031265147
Pir,0.031241
Parp3,0.031184157
Zfp974,0.031182634
Wnt5a,0.031167692
Ltbp4,0.031114932
Gm32031,0.031076603
Enox1,0.031029223
Cbr3,0.03102695
Emb,0.030990701
Zfp874b,0.030957075
Reck,0.030930184
Zfp948,0.030900186
Hebp1,0.030898158
Mfap5,0.030888846
Frem1,0.030888671
Nudt16,0.030871224
Abhd3,0.030821092
Slc1a5,0.030803531
Fblim1,0.030782327
Clec14a,0.030775676
Tgfb2,0.03075662
Pdgfa,0.030714048
Tpcn1,0.03069898
Ddx60,0.030668398
Fam111a,0.030635118
Sfrp4,0.030623386
Zar1,0.03057337
Ano1,0.030517338
Esyt3,0.030480476
Prrg2,0.030463563
Dnm3os,0.030418687
Ftx,0.030415336
Tatdn3,0.030309951
Gpnmb,0.030301532
Ccdc173,0.03026119
C630043F03Rik,0.0302118
Irag1,0.030144013
Kctd15,0.03009695
Atp6v1g2,0.030073471
Zfp423,0.030031206
Mthfs,0.029995412
Inpp1,0.029987326
Inpp5f,0.029979661
Lhfp,0.029970039
Dusp6,0.02991239
Ranbp6,0.0297299
H2-Eb1,0.029710824
Hes1,0.02965461
Arl4c,0.029650867
Stxbp1,0.029612832
Hoxd10,0.029574417
Armcx6,0.029557005
Rcan2,0.029514538
Socs3,0.029414248
BC029722,0.029408561
Lgals7,0.029374167
Irak4,0.029344128
Mmp16,0.029331231
Phlda3,0.029300008
Tspan17,0.029291376
Vgll3,0.029260812
F2r,0.02921094
Tbc1d2b,0.029188802
Prkar1b,0.029143304
Thnsl2,0.029106118
Trim12c,0.029022126
Nmnat3,0.02892096
Nod1,0.028892785
Sod3,0.028882792
Ccnd1,0.028840566
Creb3l1,0.028745709
D3Ertd751e,0.02874425
Cited4,0.02873141
Rgs5,0.028649932
Plxnd1,0.028603839
Ccdc152,0.028581942
Bmf,0.028571906
A730049H05Rik,0.02855148
Acss1,0.02836211
Rnf128,0.02828771
Fignl2,0.028127583
Stx1a,0.028081618
Nat8f1,0.028060833
Lcp1,0.027966186
Tcea2,0.027960723
Dcxr,0.027944617
D6Ertd527e,0.027913999
Plpp1,0.027808867
Htra3,0.02777198
Tango2,0.027741255
Ctsk,0.027698686
Ethe1,0.027660996
2210408F21Rik,0.027643383
Ooep,0.027551688
Tyrobp,0.027540956
Mme,0.027492568
2810001G20Rik,0.027481299
Gm11613,0.027432583
Synj2,0.027413087
1110008P14Rik,0.027392253
Bambi,0.027375342
Wdcp,0.02732811
Hdac9,0.02728055
Sorcs2,0.02727771
Lrrc29,0.027230194
Zfp286,0.027198507
Cdc42ep4,0.027177358
Ptk2b,0.027149683
Fmo5,0.027127564
Col12a1,0.027034879
Cfp,0.026965372
Nipa1,0.026953237
Hdac10,0.026946163
Pde8b,0.026885448
Gm27003,0.026879894
Pla2r1,0.026869603
Tgfb1,0.026737297
Tmcc3,0.026732082
Itga11,0.026703598
BC028528,0.026698383
Wipf1,0.026679272
Gm37090,0.026609614
Adarb1,0.026548488
Dlg4,0.026546722
Cdkn1a,0.026494097
Grk3,0.026449256
Gm48226,0.026413916
Pold4,0.026398985
Arx,0.026351169
Psmb9,0.026307926
Man1c1,0.026297936
Lox,0.02626896
Samd12,0.026180321
Kdr,0.026168983
Il1rl2,0.0261579
Shld1,0.02612263
Tspan18,0.026064718
Cd93,0.026045987
Sqor,0.026026066
Sdk1,0.02600847
Map3k14,0.02596529
Hdac11,0.025920741
Tmem178,0.025912818
Sema6c,0.02588297
Ier5,0.025853327
Ripor2,0.025714213
Olfml2a,0.025669366
Niban2,0.025624268
2900026A02Rik,0.025618952
Abca8b,0.025618006
Sp100,0.02561184
Gucy1b1,0.025563786
Abcg1,0.025492214
Cyp4f16,0.025464593
Gas1,0.025439443
Chst2,0.025433239
Clip3,0.025423842
1110059E24Rik,0.025386477
Prune2,0.02537605
Cbx7,0.025344558
Pdgfrb,0.025341136
Prrg3,0.02532062
Ncald,0.025312562
Cnrip1,0.025276793
Dixdc1,0.025226673
Plxdc1,0.02522054
Tm6sf1,0.025218459
A430018G15Rik,0.025135951
Tnnt1,0.025076618
Acad10,0.025052572
Rab26os,0.025042161
2900089D17Rik,0.025035014
Ebf1,0.02499234
Serpina3g,0.024986858
Xdh,0.024977606
Sord,0.02492775
Slc22a5,0.02487241
Kcnip4,0.024865162
Iigp1,0.024817975
Thbs3,0.024797212
Tle3,0.024783622
Tstd3,0.024723098
Slc7a8,0.024667254
Ghdc,0.024663297
Ramp1,0.024657922
Fnip2,0.024600694
Cyren,0.02459489
Lmcd1,0.024583502
Ankrd63,0.024566347
Gng2,0.024557358
Calhm2,0.024540449
Fyb,0.024530856
Cav2,0.0244945
Tspan12,0.024492847
Chn2,0.02445032
Clip2,0.024445731
Aoc3,0.024442332
Mamdc2,0.024401348
Cox6b2,0.024378
Tmem45a,0.024374079
Gask1a,0.024371944
Magee1,0.024367742
Gli2,0.024357919
Gm10801,0.024327504
Nxpe4,0.024312891
Tbx2,0.024312435
Fbxo17,0.024270415
Mtm1,0.024231024
Rhox8,0.024216492
Fndc10,0.024206985
Slc6a8,0.024201775
Fam169a,0.024169385
Ifi203,0.024129089
Slc24a3,0.024105953
Cox7a1,0.024057638
Enkur,0.024039315
Bcam,0.024038728
Pcsk6,0.024036584
Il4ra,0.024000997
Mfsd7a,0.023991203
Myom1,0.023967374
Fam161a,0.023955453
C1qa,0.023952348
Plxna4,0.023951422
Col18a1,0.023934068
Cemip,0.023916397
Numbl,0.023887927
Nr1h4,0.023798248
F3,0.023724781
Lyn,0.023719745
Ccdc9b,0.02363129
Gjc1,0.023567334
Gm16740,0.02355285
Efemp1,0.023531644
Kirrel3,0.023526635
Ror2,0.023523338
Dse,0.023505136
Adam23,0.023459157
Garnl3,0.023425765
Ccdc30,0.023376007
Prdm6,0.023365447
Bace2,0.023235844
Trim68,0.023227816
Nox4,0.023206733
Crebl2,0.023202023
Gli1,0.023198204
Tns2,0.02316893
Zfp112,0.023150295
Sh3pxd2b,0.023120945
Slc22a15,0.023109403
Ptgds,0.023095312
Cyp2d22,0.023083422
4921504A21Rik,0.023024576
Napb,0.022948401
Tm4sf1,0.022946786
Ak7,0.022942306
Pdzd4,0.022941248
Ramp2,0.022933437
Dlk1,0.022932878
Kif26b,0.022746928
Tsix,0.022650288
Gbp3,0.02264868
Arhgef9,0.02263648
Ldb2,0.022579636
Erg,0.022545487
Cyp4f17,0.022544406
Tapbpl,0.022540657
Lrrc51,0.022525992
A930005H10Rik,0.022494337
Cldn11,0.022470472
Mlkl,0.022426695
Abcb1a,0.022405945
Mir100hg,0.022278735
A330023F24Rik,0.022265155
Flt1,0.022220284
Gm46218,0.022142053
Tnfrsf1b,0.022120837
Hmox1,0.022059718
Prcd,0.022050608
Rgl3,0.022036724
Syk,0.022026675
Myf5,0.022016784
Sphk1,0.021995392
Nlrp5,0.021987684
Cd24a,0.021981299
Slit2,0.02196491
Jdp2,0.021936638
Tap1,0.021890143
Adgre5,0.021867078
Emx2os,0.021804158
Ankrd35,0.021789156
Lsr,0.021779193
Kctd12,0.021772096
Gria3,0.02176897
Dlg2,0.021762585
Rcsd1,0.02172963
Gm32618,0.021715734
Plscr2,0.021672392
Espn,0.021637898
Arid3a,0.021555068
Cyp17a1,0.02148756
Hebp2,0.021472193
Tead3,0.021463476
Gm36738,0.021445476
Arl10,0.021393944
Plekhf1,0.021380523
Tceal3,0.021364847
Rnf150,0.021333305
Ttll7,0.021329239
Arsa,0.02132923
Zfp14,0.02130481
Aox1,0.02129263
Pik3ap1,0.021275844
Sntb1,0.021265797
Gm45716,0.021184629
H2-Aa,0.02114333
Cdc42ep1,0.021085458
Gm43022,0.021076672
P4htm,0.021047728
Sox18,0.02103022
Serpina5,0.02101655
Gm12353,0.021005634
Dock11,0.02098161
Aif1,0.020920971
Calcrl,0.02090969
St6galnac3,0.020905267
Stab1,0.020900682
Gm13483,0.020806713
Herc6,0.02079538
4930599N23Rik,0.02072882
Pdxk,0.02072143
Zfp287,0.0206603
Gm30382,0.020613885
Emp2,0.020596523
Mapkapk3,0.020590309
Plekhh2,0.020531774
Lsp1,0.020515444
Stard5,0.020474914
Ctla2a,0.020427695
2900005J15Rik,0.020389594
Plac9a,0.020338623
Fcer1g,0.020304611
Abca8a,0.020291686
2310058D17Rik,0.02028179
Gmip,0.020267116
Pyroxd2,0.020193849
Fam219a,0.020184698
Angpt1,0.020173565
C1rl,0.020143358
Pgm5,0.020123739
Zp3,0.020117024
4930578G10Rik,0.020073894
Elac1,0.020067113
Rhod,0.020047667
Wnt10b,0.020016087
Megf6,0.019993953
Pcdh18,0.019921713
Id4,0.019857714
Rftn2,0.019842226
Evc,0.019743044
Cryab,0.019678673
Rsph9,0.019618368
2900052L18Rik,0.019601643
Tap2,0.01958491
Gypc,0.019535284
Acbd4,0.019516198
Ccdc136,0.019431373
Srxn1,0.019421514
Esam,0.019353192
Slc7a2,0.019324353
Dppa3,0.01931126
Zp2,0.019239493
S100a4,0.019239336
Pfkfb4,0.019192154
Gm16759,0.019184459
Ifitm1,0.019099673
Mpeg1,0.019050406
AU021092,0.019047128
Irf8,0.019032007
Cdh5,0.018993944
Rgma,0.018987972
Apobec1,0.018962467
Gm38391,0.01896099
A730063M14Rik,0.01893142
Smpx,0.018906958
Ppargc1a,0.01889966
Nrg2,0.018895179
Arntl2,0.018887108
Ly6c1,0.018883724
Tcaf2,0.018861247
Cystm1,0.018772213
Lgi2,0.018772129
Gm37606,0.018738119
Slco2a1,0.018730726
Tshz3,0.018624727
Tmem220,0.018559549
Gm29683,0.018550053
Mill2,0.018502848
Tulp2,0.01850274
Col26a1,0.018465994
Trmt9b,0.018462876
Gli3,0.01841743
Casp12,0.018400121
Ccl6,0.018328825
Pcbp3,0.018306807
Edn1,0.018304292
Ptges3l,0.01829675
4930523C07Rik,0.018277863
Casz1,0.018275123
Lpcat2,0.01825371
Eng,0.018233713
Ovgp1,0.018219925
N4bp3,0.018200774
Thsd7a,0.01818943
Laptm5,0.018173909
Twist1,0.018143382
Marchf3,0.01813454
Atp1a2,0.018126117
Gm47586,0.01812355
Tmem104,0.018080434
Ptprb,0.018036876
Exoc3l,0.01802112
Aspn,0.018019773
Itga8,0.017973296
Slc45a3,0.017948765
Gabrb1,0.017884258
1700029J07Rik,0.017875435
Tnfsf12,0.017846216
Slc22a21,0.017795172
Lims2,0.01771583
1500009L16Rik,0.017702552
Cpeb1,0.017591681
Sult1a1,0.01758902
Penk,0.017573655
Sez6l2,0.017516065
Mfsd12,0.01749077
Pecam1,0.01748266
Eaf2,0.017435223
Lrrn2,0.017425325
Cyp4v3,0.017411226
Npas3,0.017349338
Galnt17,0.017322227
Ryr3,0.017318465
Adcy2,0.017304718
Hspa2,0.017224904
Gm16638,0.017223742
Hspb8,0.017208027
Gm37524,0.017203292
Asap3,0.017195895
Bbc3,0.017170373
A130014A01Rik,0.017141156
Mcam,0.01713799
Tifa,0.017121993
Lama5,0.017030766
Clec2d,0.017016526
Ushbp1,0.0169597
Trim14,0.01689273
Hey1,0.016891254
Nkd1,0.016878935
Mtmr11,0.016825553
Dgka,0.016812682
Afap1l2,0.016786003
Adcy5,0.016764436
Armh4,0.01674826
Hoxb4,0.016744025
Emcn,0.016665475
Gm12258,0.016658502
Fbxl22,0.016654052
Rab29,0.016628897
Tmem198b,0.016601337
Mfap4,0.01655836
Ntrk2,0.016515851
4930481A15Rik,0.01651255
Klf4,0.016434778
Mbp,0.016421383
Rpp25,0.016398825
Dubr,0.016387388
Mcc,0.01638471
Igtp,0.016378611
A730081D07Rik,0.016377376
Axin2,0.016320748
Rasgef1a,0.016257752
2900093K20Rik,0.016253073
Mageb18,0.016252223
Il6ra,0.016247543
Olfml3,0.01617948
Loxl1,0.016145451
Dpp4,0.016125718
Sorcs1,0.016119318
Dnah2,0.016082091
Gbp2,0.016081676
Ptpn18,0.015995258
Hddc3,0.015992938
Loxl3,0.015991613
Cnbd2,0.015979331
Lmod1,0.015954953
Lrrc4c,0.01594843
Adgra2,0.01592355
Sh3d21,0.015915476
Uba7,0.015905257
Gm41804,0.015874123
Clmp,0.015873536
Adap2,0.01584792
Pdzrn4,0.015837193
Tmem178b,0.015836997
Tmem140,0.01576975
Hhip,0.01572222
Glipr2,0.015658433
Trim30a,0.015639108
Tmem255b,0.01563832
Csf1r,0.015619045
Il18,0.015615301
Ocel1,0.01560037
Brd3os,0.015569016
Pde3a,0.01553128
Ptprj,0.015527013
Cd55,0.015508013
Thy1,0.015468294
Cd68,0.015447266
Cnn1,0.015431584
Nudt12,0.015326491
A4galt,0.015273613
Aldh1a2,0.015258626
5330406M23Rik,0.01525653
Kctd11,0.01525569
Trim7,0.01523498
Gm16364,0.015234968
Slc2a4rg-ps,0.015206842
Sowahc,0.015198384
Myl4,0.015186824
Srpx2,0.015179114
Thbd,0.015173617
Frzb,0.015162432
Tll1,0.015153367
Nlgn1,0.015090883
Hcls1,0.015074275
Gstt3,0.015061193
Rasgrp3,0.015014363
Ing4,0.015013813
Igsf10,0.015003074
Gdpd3,0.014862298
9330020H09Rik,0.01484971
Adam19,0.01481712
Rin3,0.014802445
Cd44,0.014796197
Egr2,0.0147919385
2310001H17Rik,0.014767309
Gm28151,0.014713884
AA914427,0.014673036
Nostrin,0.014650494
Sfxn4,0.014637693
Rasgrp2,0.014633857
D830050J10Rik,0.014623188
Coro2a,0.014595981
Vcam1,0.014563767
Tppp3,0.014558615
Fbln7,0.014525763
Gm16083,0.014521998
Fbln2,0.014512951
Reep1,0.0144650135
Abcc9,0.014460503
Cx3cr1,0.014456461
Cd52,0.014378212
Scn3a,0.014373797
Ccdc39,0.014368367
Hspb2,0.0143474825
Aph1c,0.014342928
Mecom,0.014323038
Bcl3,0.014301396
Bhlhe41,0.014257315
Zfp804b,0.014227013
Gm10516,0.014209253
Cish,0.014185527
Nkain3,0.014144634
Gm43185,0.014122635
Mterf2,0.014089461
Srgn,0.014076092
Colec11,0.014076073
Zeb2os,0.014069406
Smpd5,0.014038606
Pcdh17,0.014031843
Gab3,0.014019626
Mmp19,0.014015033
Irf7,0.014004954
Grin2b,0.013985011
Notch1,0.013983375
Scd1,0.013966747
G0s2,0.013966558
Sting1,0.0139622
Cngb1,0.013957232
Arhgap15,0.013910255
Ccdc17,0.013848864
Prex2,0.01381442
Tek,0.013805324
Cyp2j9,0.013790571
P2rx7,0.013730093
Lacc1,0.013729709
4930470G03Rik,0.013729083
Tmem37,0.013705864
Hyal1,0.013688241
Ak1,0.013680848
BC043934,0.0136580765
Slc37a2,0.0136325015
Smim22,0.013616783
Riiad1,0.013616104
Fgf12,0.013560537
Rom1,0.013558701
Maob,0.013545285
Tec,0.013508234
Gpr153,0.0135042295
Foxs1,0.013503474
Atp8b1,0.013487262
Gm4285,0.013438715
Gm16118,0.013429835
Cxcl16,0.0134276105
Cyp7b1,0.013411993
5330432J10Rik,0.013407409
Tspan2,0.01335285
Cadm4,0.013333867
Gm17690,0.013330105
Tcim,0.013307876
Tspan11,0.013271001
Xaf1,0.01326425
Tenm2,0.013252093
Gm26532,0.013229396
Sox9,0.013169815
Trib1,0.013160272
Wfdc1,0.013153356
Fgf11,0.013122834
Sag,0.013075643
Isg15,0.01306452
Hmcn1,0.013042672
Vwa1,0.01299884
Npr3,0.012968994
Cela1,0.012942535
Osmr,0.012898805
Tmem44,0.012897135
Fcgr3,0.012890652
Mustn1,0.012886471
Lipg,0.012883893
Hic1,0.012864941
Btbd11,0.0128561715
4933406C10Rik,0.012802635
Gpr146,0.012756494
Opcml,0.012751288
Ifi47,0.012708202
Csf1,0.01270401
Pde3b,0.01268077
Mrc1,0.012662143
Gm46515,0.012655773
Gsta3,0.012646207
Cpne8,0.01264238
Sema4a,0.012642075
Arhgap45,0.012619128
Gpsm3,0.012588711
6430548M08Rik,0.012582918
Nos3,0.012549195
9530062K07Rik,0.012543871
Dnm1,0.012522566
Hoxc10,0.012511727
Neurl2,0.012509961
Porcn,0.0124982055
Slc16a9,0.012488138
Gm44386,0.012485166
Slc2a3,0.012450541
AV356131,0.012438191
Carmn,0.012436641
Rtn2,0.012433336
Rasip1,0.012409832
Dock10,0.012379853
C3,0.012376618
Dclk1,0.01232191
Ripor3,0.01230938
Fzd1,0.012308738
Acad12,0.012307132
Gimap4,0.012306564
Arap3,0.012289611
Tmem106a,0.012288867
Adamtsl1,0.012287203
5930430L01Rik,0.012281523
Gm43788,0.012254303
Hopx,0.012245068
Tbx3os1,0.012226295
Slc9a9,0.012189214
Gngt2,0.012186431
Dpt,0.012179234
Ifit3,0.012156158
Gucy1a2,0.0121551715
Slc9a3r1,0.012148221
Junos,0.012142175
Slc2a8,0.012140232
H2-Q4,0.012116106
Rab20,0.0120608425
C030034I22Rik,0.01204266
Cyria,0.012010418
2010204K13Rik,0.012003107
Kit,0.01200155
Spp1,0.011997828
Irgm2,0.01199572
Gm48582,0.011994191
Lbx2,0.0119848065
Asic2,0.011984487
Col19a1,0.011978788
Slc15a2,0.011972641
Tmem158,0.011911224
Inpp4b,0.011894744
Lepr,0.011875115
Gm15506,0.011862104
Sult5a1,0.011835956
Mgll,0.011835684
Kifc2,0.0118190115
Chst9,0.011788849
Pear1,0.011758793
Hid1,0.011753122
Syt1,0.011732229
Ptpn6,0.011659301
Il15,0.011657924
Ptprc,0.011626432
Fxyd5,0.011610541
Scube2,0.011599819
Steap4,0.011588685
Cyth4,0.011578001
Cpne2,0.011570192
Gsap,0.0115692075
Tlr4,0.011553623
Ang,0.011503784
0610043K17Rik,0.011475359
Fat3,0.011459611
Wasf3,0.0114313625
Plekha4,0.011431056
Synpo2,0.011389154
Trem2,0.011387233
Per2,0.011368392
P2rx6,0.011348048
Gm44148,0.011332384
Rec8,0.011331995
Ednrb,0.011331625
B3galt1,0.011287161
Ggt5,0.011280789
Fam78b,0.011276004
Prkcb,0.011275178
Tceal6,0.011262743
Apbb1ip,0.01126025
Kif5a,0.011259509
Ly6a,0.0112526165
Rdh5,0.011241132
Cacnb1,0.011237494
Gm35021,0.011234031
Ms4a4d,0.011224137
Rap1gap2,0.011214963
Nrg1,0.011183969
Podxl,0.011169551
Gimap6,0.011158283
Aplnr,0.011129279
Il13ra1,0.011102484
Cldn5,0.0110922735
Rab19,0.011064847
Morrbid,0.011042414
Fam180a,0.011041721
Cap2,0.011022807
Tmem240,0.010979941
Gm43923,0.010909893
Acvrl1,0.010908958
Gm48293,0.010889979
Kcnmb2,0.010882918
Pth1r,0.010878189
Cttnbp2,0.010815433
9430081H08Rik,0.010763729
Tspan13,0.010743256
Hspa1a,0.0107406955
Hoxb3,0.010739059
Cebpd,0.010738394
3830408C21Rik,0.010711814
Stap2,0.010662714
Arhgef19,0.010657443
Epsti1,0.010637398
5031434O11Rik,0.010634512
Plek,0.010629914
Vav3,0.010629033
Tie1,0.010628218
Sema3d,0.010624994
Dmrta1,0.010624978
Gm17501,0.0106126685
4930412C18Rik,0.010588782
Gpr37,0.010586276
Clic5,0.010550737
Pag1,0.0105486885
Prkcq,0.010542403
Pkia,0.010538533
Lix1,0.010514123
E130114P18Rik,0.010500702
Slc38a4,0.010455136
Ccl21a,0.010437347
Ttc7,0.010434542
Wdr86,0.010432235
Wdr66,0.010431768
Prkcz,0.010417951
Gsta2,0.010402557
Vegfd,0.010362562
Adamts16,0.010360617
Gm20033,0.010356858
Hoxb7,0.010348717
Klhl29,0.010342176
Akna,0.010331619
Hspa12b,0.010327459
Plin1,0.010313567
Metrn,0.010289052
Sh3gl2,0.0102641
Kcnu1,0.010186755
Stc2,0.010169664
Lat2,0.010157623
Ptprq,0.010106468
Map6,0.010055678
H2-DMa,0.010053726
Igkc,0.009977001
2310014F06Rik,0.009967666
Nebl,0.009961483
Atp8b5,0.009953036
Afap1l1,0.009923633
Prag1,0.009905745
Cfd,0.009894041
Gm44220,0.009872245
Nmrk1,0.009865148
Fam43a,0.009859403
Rapgef3,0.009858754
Gm20559,0.00984003
Fermt3,0.009829813
Slco2b1,0.00981765
Gm10125,0.009815832
Chst15,0.009791961
Gm31728,0.00978851
Gm42583,0.009775421
Sp140,0.00975106
Samd5,0.009741517
Gm38071,0.009717678
Mgl2,0.009699193
Gm20125,0.009696363
Fat4,0.009662705
Mterf1a,0.00966222
Sh2d4b,0.0096437605
Fbln5,0.0096331695
Ms4a6c,0.009620125
B3gnt9,0.009614628
Kcp,0.00958784
Epb41l3,0.009579314
Cracr2b,0.009578522
Fam241a,0.009558458
Wwc1,0.009558113
Exoc3l4,0.0095481165
Slc1a3,0.009543162
Sgcd,0.009504189
Dusp26,0.009485999
Dcdc2b,0.009477198
Ifi204,0.009475372
Cdh13,0.009469053
Cacng7,0.009456458
Efhc1,0.009440333
Wnk4,0.009421211
Gda,0.009410183
Creb5,0.009390658
Particl,0.009384307
Scn7a,0.009375744
Gabra3,0.00936137
Arhgap25,0.009338251
Myo1f,0.0092750145
Icam1,0.009252179
Procr,0.009247204
Dchs1,0.009220183
Ggt7,0.009219247
Fcrls,0.009213778
Acp5,0.009213348
Gm17276,0.009207095
C1qtnf1,0.009203916
Lurap1,0.009202671
Thsd1,0.009197864
Rsad2,0.009141647
Cfap161,0.009100016
Ecscr,0.009053489
Trpc4,0.008957336
Gm45844,0.008918771
Spn,0.008899313
Nr1h3,0.008877931
Arl4d,0.00883236
Pla2g7,0.008807197
Slc24a4,0.008799962
Astn2,0.008794784
Hvcn1,0.008767904
Bmp7,0.008759979
Wfdc17,0.00874955
Tmod1,0.00871014
Pf4,0.008683634
Pygm,0.008658793
4930527F14Rik,0.0086583
Gbp8,0.008645091
Gm43439,0.008639468
Pdgfrl,0.008638943
Chrm3,0.008637292
Tnxb,0.008628771
Gm4951,0.008627958
Gm36201,0.008624201
Gm53065,0.008622582
Flnc,0.008620392
Scarf2,0.008599248
Irf5,0.00859813
Robo4,0.008595599
Cabcoco1,0.008585132
Acsf2,0.008582363
Kcnb1,0.008573535
Sh3tc1,0.008547522
Trim30d,0.008534605
Ccdc159,0.0085282065
Peli3,0.008512083
Cyyr1,0.008497709
Gpld1,0.008464596
Hoxb6,0.0084584765
Des,0.008439342
4833422C13Rik,0.00843112
Gm7030,0.008425771
9530085L11Rik,0.00841797
Clmn,0.008405059
Gm9958,0.008388288
Lmo2,0.008362772
Rtl5,0.008336245
Gm12454,0.008310804
Negr1,0.008297245
Slc46a3,0.008297195
Ltbp2,0.008285712
H2bc6,0.0082677975
Gm6598,0.008266447
Ccdc187,0.008246746
Bpifb5,0.008243604
Glb1l2,0.008203279
E330013P04Rik,0.00820102
Notch4,0.008165662
4833418N02Rik,0.008165515
Chst3,0.008138796
Ntn1,0.008133337
Mylk3,0.008118007
Fgf2,0.008104653
Cybb,0.008088594
Gm12185,0.0080769695
Lgr5,0.008075597
Clec12a,0.008025501
Fez1,0.008021732
Slfn5,0.008012439
Acss3,0.007984482
Cmtm2a,0.007969833
Serinc2,0.00795518
Gpr39,0.007951278
Tmem88,0.007940782
Traf1,0.007925303
Slc11a1,0.007906198
Gbp9,0.007874655
Gm49266,0.00786682
Ms4a7,0.007863547
Gm38381,0.0078582475
Rgs6,0.007820801
Arl5c,0.0078110667
Gm14486,0.007806798
Abi3,0.007802179
Ccn4,0.007786946
Cela3b,0.0077860365
Itga2b,0.0077579776
Cdkl1,0.0077542244
Enpp2,0.0077374876
Sdk2,0.007710079
Palmd,0.0077087125
Rgs16,0.007701658
Med12l,0.007696912
Dnase1l2,0.0076854117
Ifit2,0.007677751
Efs,0.007661326
Usp18,0.007651804
Igha,0.00763632
Gm40841,0.007632248
Gm10134,0.0076099182
Odad4,0.0075829066
Exoc3l2,0.007576159
Csgalnact1,0.0075754137
Gm15581,0.0075693466
Rsph10b,0.0075571057
Grid1,0.00755412
Filip1,0.0075537222
Ifnlr1,0.0075475294
Nav3,0.0075319586
St6galnac2,0.0075279637
Nmnat2,0.007524671
Nkain4,0.007479169
Nkapl,0.007479078
F420014N23Rik,0.007459157
Gm11837,0.0074496437
Rab40b,0.007449462
Arhgap4,0.0074444194
Ampd3,0.007427909
Gm15952,0.00741701
Scml4,0.007415391
Ptch2,0.0073999334
9330154J02Rik,0.007394488
Vegfc,0.0073745237
Gm45669,0.007353031
Zfp811,0.007310372
