loss
4967.057377923717
4966.716857851218
4965.4929206083825
4962.251675323184
4955.407527551864
4943.762672278914
4927.154047976933
4906.317812016792
4882.380156953112
4856.491665972695
4829.637174666919
4802.583136425378
4775.896420812322
4749.980135159985
4725.119057752547
4701.490038020158
4679.208827214821
4658.335051051998
4638.891331619201
4620.876465116934
4604.274505330002
4589.054763680738
4575.181724062301
4562.618786067811
4551.331895002228
4541.29346880053
4532.476115524711
4524.855677479021
4518.4097475844555
4513.09041929854
4508.830079876745
4505.5191881053815
4503.032613705369
4501.208727439707
4499.921319155239
4499.044677762817
4498.467766820686
4498.099558062668
4497.891008910843
4497.802910793188
4497.7978616580685
4497.846081565294
4497.940326093032
4498.055516151301
4498.196301396836
4498.35565253551
