gene,mean_expression
Cntnap1,0.0041017234
Zfp658,0.0041017234
Ms4a6c,0.0041017234
Gm15738,0.0041017234
D130062J10Rik,0.0041017234
E430024P14Rik,0.0041017234
Fam43a,0.0041017234
Fez1,0.0041017234
Stc2,0.0041017234
Etv1,0.0041017234
Gm48287,0.0041017234
Gm17399,0.0041017234
Gm17494,0.0041017234
Nr0b2,0.0041017234
Tubd1,0.0041017234
Zfp953,0.0041017234
Icam1,0.0041017234
Abcb6,0.0041017234
Gm49165,0.0041017234
Wdr5b,0.0041017234
Gm45051,0.0041017234
Fcrls,0.0041017234
Zfp57,0.0041017234
Sh2b2,0.0041017234
Sh2d5,0.0041017234
Sh3gl2,0.0041017234
Gm17276,0.0041017234
Gm12153,0.0041017234
Wdr93,0.0041017234
Prkch,0.004101723
B830012L14Rik,0.004101723
E330013P04Rik,0.004101723
Gper1,0.004101723
Rtl5,0.004101723
Tmprss13,0.004101723
Gm49356,0.004101723
4833418N02Rik,0.004101723
D7Ertd443e,0.003937655
9530085L11Rik,0.0039376547
Thsd1,0.0039376547
Pdgfrl,0.0039376547
Sirt6,0.0039376547
Gm43023,0.0039376547
Pask,0.0039376547
Acp5,0.0039376547
Hoxb9,0.0039376547
Cacng7,0.0039376547
a,0.0039376547
Ccl21a,0.0039376547
Gm43011,0.0039376547
Arid3b,0.0039376547
4833422C13Rik,0.0039376547
Ybx2,0.0039376547
1190005I06Rik,0.0039376547
4932441J04Rik,0.0039376547
4930594M22Rik,0.0039376547
Gm50069,0.0039376547
E230029C05Rik,0.0039376547
Ltbp2,0.0039376547
Lurap1,0.0039376547
Commd5,0.0039376547
Zfp11,0.0039376547
4930563E22Rik,0.0039376547
Rapgefl1,0.0039376547
Ifit2,0.0039376547
Gm42783,0.0039376547
Palm3,0.0039376547
Arl4d,0.0039376547
Noxo1,0.0039376547
Oog3,0.0039376547
D030047H15Rik,0.0039376547
Cetn4,0.0039376547
Cfap300,0.0039376547
Cfap43,0.0039376547
Gm9958,0.0039376547
Gm50107,0.0039376547
1700088E04Rik,0.0039376547
H4c9,0.0039376547
Procr,0.0039376547
Opn3,0.0039376547
Slc25a34,0.0039376547
Irf5,0.0039376547
Nebl,0.0039376547
Tmod1,0.0039376547
Cabcoco1,0.0039376547
Nupr1l,0.0039376547
Tram1l1,0.0039376547
Ifi204,0.0039376547
Rbm4,0.0039376547
Arf4os,0.0039376547
Gm6712,0.0039376547
Tnnc1,0.0039376547
Dnajb3,0.0039376547
Cntd1,0.0039376547
Gprc5c,0.0039376547
Celsr2,0.0039376547
Jrk,0.0039376547
Cfd,0.0039376547
Lmo2,0.0039376547
Pcdh11x,0.0039376547
Trim30d,0.0039376547
Gm42648,0.0039376547
Pf4,0.0039376547
Dchs1,0.0039376547
Gm15246,0.0039376547
Hrob,0.0039376547
Ptprn2,0.003937654
Gm49266,0.003937654
Adam2,0.003937654
Gm37470,0.003937654
Kif9,0.003937654
Ntn1,0.003937654
Gm9929,0.003937654
Gm42979,0.003937654
Grid1,0.003937654
Tmem116,0.0037735861
Palmd,0.0037735861
Gm20707,0.0037735861
Gm42611,0.003773586
Gm14798,0.003773586
Igkc,0.003773586
Tac1,0.003773586
Mir6240,0.003773586
Zc2hc1c,0.003773586
Dbndd1,0.003773586
Hoxb3,0.003773586
Arhgap25,0.003773586
Gm45457,0.003773586
Ninj2,0.003773586
Eya4,0.003773586
Gpld1,0.003773586
Vegfc,0.003773586
Gm46519,0.003773586
Gm20671,0.003773586
Wdr38,0.003773586
Gm6598,0.003773586
Map4k1,0.003773586
Drd4,0.003773586
Map7d2,0.003773586
Spn,0.003773586
Rhpn1,0.003773586
Cfap70,0.003773586
Gm43984,0.003773586
Mapk4,0.003773586
Gm28051,0.003773586
Fam151b,0.003773586
Dolpp1,0.003773586
Gm50139,0.003773586
Fyb2,0.003773586
Socs1,0.003773586
Xrcc3,0.003773586
Gm27029,0.003773586
Kdm8,0.003773586
Zik1,0.003773586
Apln,0.003773586
Rhoh,0.003773586
Pacrg,0.003773586
Ttc41,0.003773586
Nhlrc1,0.003773586
Nr1h3,0.003773586
Scarf2,0.003773586
4921504E06Rik,0.003773586
Cracr2b,0.003773586
Ppfia3,0.003773586
C1qtnf1,0.003773586
Prr5,0.003773586
4930538E20Rik,0.003773586
Gm12454,0.003773586
Lysmd1,0.003773586
Gm37407,0.003773586
Chst5,0.003773586
Tmem69,0.003773586
Slco2b1,0.003773586
Gm42547,0.003773586
Pxylp1,0.003773586
Plcg2,0.0037735857
Filip1,0.0037735857
Itpka,0.0037735857
H2bc6,0.0037735857
Trpc5,0.0037735857
Gm5165,0.0037735857
Tafa2,0.0037735857
Epb41l4a,0.0037735857
Mutyh,0.0037735857
Pcdh10,0.0037735857
Zcwpw2,0.0037735857
Zfp947,0.0037735857
Cdh12,0.0037735857
Gm40841,0.0037735857
1500004A13Rik,0.0037735857
Gm7298,0.0037735857
Gm12264,0.0037735857
9330162G02Rik,0.0037735857
Mia,0.0037735857
Jakmip3,0.0037735857
Prr5l,0.0037735857
C030015A19Rik,0.0037735857
Mocos,0.0037735857
Otud1,0.0037735857
Fam83g,0.0037735857
Stpg1,0.0037735857
Jag2,0.0037735857
Clmn,0.0037735857
Gm43681,0.0037735857
Gm13684,0.0037735857
Slfn5,0.0037735857
Spred3,0.0037735857
Galnt12,0.0037735857
Scml4,0.0037735857
Fancb,0.0037735857
Poln,0.0037735857
Mrap2,0.0037735857
4931428L18Rik,0.0037735857
Akr1c13,0.0037735857
Gm36975,0.0037735854
Notch4,0.0037735854
Zfp493,0.0037735854
Gm37206,0.0037735854
Gm43006,0.0037735854
Gm13830,0.0037735854
8030456M14Rik,0.0037735852
D430018E03Rik,0.0037735852
Il7,0.0036095171
AA986860,0.003609517
Gale,0.003609517
Phf19,0.003609517
Gm43300,0.003609517
Fbp1,0.003609517
Appbp2os,0.003609517
Gm45822,0.003609517
Cdkl1,0.003609517
Ccdc159,0.003609517
Plp2,0.003609517
Ush2a,0.003609517
Dio2,0.003609517
Katnal2,0.003609517
4930589O11Rik,0.003609517
Gm47817,0.003609517
Ube2u,0.003609517
Cd59b,0.003609517
D430013B06Rik,0.003609517
Gm20274,0.003609517
Mtfr2,0.003609517
Mterf1b,0.003609517
Rgs17,0.003609517
Gm15706,0.003609517
Gm28039,0.003609517
Caps2,0.003609517
Flnc,0.003609517
Foxred2,0.003609517
Gm15787,0.003609517
2810408I11Rik,0.003609517
Gm42559,0.003609517
Ggt7,0.003609517
Tlcd3b,0.003609517
Itga2b,0.003609517
Zfp689,0.003609517
Gm50252,0.003609517
Snapc1l,0.003609517
Carns1,0.003609517
Peli3,0.003609517
4930405A21Rik,0.003609517
Dusp1,0.003609517
Slc46a3,0.003609517
6430550D23Rik,0.003609517
A930029G22Rik,0.003609517
2610316D01Rik,0.003609517
Spink10,0.003609517
Shank2,0.003609517
Nipal2,0.003609517
Gm26811,0.003609517
L3mbtl4,0.003609517
Gm10701,0.003609517
Hoxb6,0.003609517
Arhgap27os2,0.003609517
Bpifb5,0.003609517
Faah,0.003609517
Gm15952,0.003609517
Mybl2,0.003609517
Fbxw14,0.003609517
Gm38387,0.0036095167
Rapsn,0.0036095167
Gm36266,0.0036095167
Igfbp3,0.0036095167
Arfgef3,0.0036095167
Acss3,0.0036095167
Usp18,0.0036095167
Elovl4,0.0036095167
Gm20275,0.0036095167
Med18,0.0036095167
Slc17a9,0.0036095167
Gm48870,0.0036095167
Gm42576,0.0036095167
Gm43484,0.0036095167
Gm11837,0.0036095167
Hpse2,0.0036095167
Gm37060,0.0036095167
B930086L07Rik,0.0036095167
9330179D12Rik,0.0036095167
Abi3,0.0036095167
Sox13,0.0036095167
Gm2350,0.0036095167
Gm17354,0.0036095167
Pygm,0.0036095167
Gm49984,0.0036095167
Gm42549,0.0036095167
Cd72,0.0036095167
Sox6,0.0036095167
Gm45407,0.0036095167
Exoc3l2,0.0036095167
Omt2a,0.0036095167
Luzp2,0.0036095167
Sybu,0.0036095167
E330034L11Rik,0.0036095167
Lhx9,0.0036095164
Rab40b,0.0036095164
Otulinl,0.0036095164
4933415A04Rik,0.0036095164
Gm17435,0.0036095162
Aoc2,0.0034454481
Styxl1,0.0034454481
Dnah12,0.003445448
Uckl1os,0.003445448
Ccn4,0.003445448
Slc41a3,0.003445448
Spag16,0.003445448
Dnaaf2,0.003445448
Wfdc17,0.003445448
Gm44044,0.003445448
Sapcd2,0.003445448
Robo4,0.003445448
Cacna1e,0.003445448
Gm17106,0.003445448
9330154J02Rik,0.003445448
Gm10644,0.003445448
Gm27042,0.003445448
D130019J16Rik,0.003445448
Ms4a7,0.003445448
Hvcn1,0.003445448
Tpm3-rs7,0.003445448
Svep1,0.003445448
Gm28198,0.003445448
Cd14,0.003445448
Skap1,0.003445448
Ccdc166,0.003445448
Gm45222,0.003445448
Gm5535,0.003445448
Cgas,0.003445448
Zfp526,0.003445448
Tmem88,0.003445448
Gcat,0.003445448
Orc1,0.003445448
Tspan33,0.003445448
Tmem268,0.003445448
Pcgf1,0.003445448
1700126G02Rik,0.003445448
Bves,0.003445448
Frs3,0.003445448
Cntnap5a,0.003445448
Chtf8,0.003445448
Engase,0.003445448
Barx2,0.003445448
Slc41a2,0.003445448
2810030D12Rik,0.003445448
Srp54a,0.003445448
Rap1gap,0.003445448
Klhl32,0.003445448
2510046G10Rik,0.003445448
Zfp273,0.003445448
Ampd3,0.003445448
A530041M06Rik,0.003445448
Dnah9,0.003445448
Rbfox3,0.003445448
Stamos,0.003445448
Slc26a6,0.003445448
Gm5103,0.003445448
Cda,0.003445448
Slc25a29,0.003445448
Sox5os4,0.003445448
Tmsb15b1,0.003445448
Ankrd37,0.003445448
Gm50128,0.003445448
Ppargc1b,0.003445448
Ppnr,0.003445448
Mmrn2,0.003445448
Gm49125,0.003445448
Cmtm2a,0.003445448
Med12l,0.003445448
Dgat2,0.003445448
Scly,0.003445448
Dnase1l2,0.003445448
Paqr6,0.003445448
Dach2,0.003445448
Tnfsf10,0.003445448
Cela3b,0.003445448
Gm15581,0.003445448
A430027C01Rik,0.003445448
Ngef,0.003445448
Adora1,0.0034454477
Khdc3,0.0034454477
Traf1,0.0034454477
H2-Q10,0.0034454477
Gm9833,0.0034454477
Fgf2,0.0034454477
Dna2,0.0034454477
Gm49692,0.0034454477
Dipk1b,0.0034454477
Tmem72,0.0034454477
Depdc1b,0.0034454477
Gbp8,0.0034454477
Kcnip2,0.0034454477
Tuba8,0.0034454477
5730507A11Rik,0.0034454477
Gm45411,0.0034454477
Galnt18,0.0034454477
Bmp7,0.0034454477
Mrps36,0.0034454477
C030034L19Rik,0.0034454477
Slc15a3,0.0034454477
Gm10134,0.0034454477
Omt2b,0.0034454477
Syngap1,0.0034454477
Nalcn,0.0034454477
Syne3,0.0034454477
Gm7160,0.0034454474
Zfp300,0.0034454474
Lrguk,0.0034454474
Eif4e1b,0.0034454474
Gm20503,0.0034454474
Itpripl1,0.0034454474
Tmem144,0.0034454474
Colca2,0.0032813791
Gm13205,0.0032813791
2600014E21Rik,0.0032813791
Ccdc162,0.0032813791
Syn2,0.0032813791
Fhl3,0.003281379
Kif21b,0.003281379
1700066B17Rik,0.003281379
Zfp991,0.003281379
Glb1l2,0.003281379
Myocos,0.003281379
Negr1,0.003281379
Tlr3,0.003281379
Lzts3,0.003281379
Mir351,0.003281379
Odad4,0.003281379
9830144P21Rik,0.003281379
Gm44777,0.003281379
Ptch2,0.003281379
1700108F19Rik,0.003281379
Pde6a,0.003281379
Erc2,0.003281379
Gm49747,0.003281379
Ddo,0.003281379
Gm45847,0.003281379
Efs,0.003281379
Ccdc187,0.003281379
Gm42600,0.003281379
9330159M07Rik,0.003281379
Wfikkn2,0.003281379
Gm7030,0.003281379
Csgalnact1,0.003281379
Accsl,0.003281379
Zfp971,0.003281379
Gm48887,0.003281379
Gm11491,0.003281379
6330562C20Rik,0.003281379
Gm14486,0.003281379
Gbp9,0.003281379
Arl5c,0.003281379
Tnxb,0.003281379
Mylk3,0.003281379
Gm15510,0.003281379
Gm47719,0.003281379
Pate2,0.003281379
Pbld2,0.003281379
A930024E05Rik,0.003281379
Igha,0.003281379
Arhgap4,0.003281379
Gm44152,0.003281379
A730017L22Rik,0.003281379
Gm19466,0.003281379
Ankrd13d,0.003281379
Gm48086,0.003281379
Celf4,0.003281379
Satb2,0.003281379
Stxbp5l,0.003281379
Fam83h,0.003281379
Tmem130,0.003281379
Gm44748,0.003281379
1700086P04Rik,0.003281379
Gm42109,0.003281379
4930483O08Rik,0.003281379
Gm10563,0.003281379
Gm44432,0.003281379
Kif1a,0.003281379
Gnrh1,0.003281379
8430422H06Rik,0.003281379
Gm42971,0.003281379
Gm48768,0.003281379
Nat8f4,0.003281379
Pramel32,0.003281379
Gm43490,0.003281379
Gm30400,0.003281379
Sh3bgrl2,0.003281379
Gm37311,0.003281379
C1qtnf4,0.0032813787
Oosp2,0.0032813787
Unc45b,0.0032813787
Dok2,0.0032813787
Enpp2,0.0032813787
Crispld1,0.0032813787
Gm43597,0.0032813787
C030037D09Rik,0.0032813787
Lgr5,0.0032813787
Dner,0.0032813787
1700093J21Rik,0.0032813787
Gm49041,0.0032813787
Ackr4,0.0032813787
Gja4,0.0032813787
Dcx,0.0032813787
Impg2,0.0032813787
Iqcg,0.0032813787
Snca,0.0032813787
3110083C13Rik,0.0032813787
Etv5,0.0032813787
Arhgap20os,0.0032813787
Adgre1,0.0032813787
Drc3,0.0032813787
Nkapl,0.0032813787
Icam2,0.0032813787
Gm19569,0.0032813787
Gm43379,0.0032813787
Ano2,0.0032813787
Tmem221,0.0032813784
Car11,0.0032813784
Tekt1,0.0032813784
Gm19299,0.0032813784
Scn8a,0.00311731
Gm43857,0.0031173099
Phf2os1,0.0031173099
Ifnlr1,0.0031173099
Cfap20dc,0.0031173099
Pcdh8,0.0031173099
Gm38380,0.0031173099
Tubg2,0.0031173099
Ahnak2,0.0031173099
Vsir,0.0031173099
Slc11a1,0.0031173099
Unc5c,0.0031173099
Gm43336,0.0031173099
Myrip,0.0031173099
Rfx2,0.0031173099
Adgrl4,0.0031173099
Lcp2,0.0031173099
Gm12185,0.0031173099
Slc30a2,0.0031173099
Grhl1,0.0031173099
Arhgdib,0.0031173099
Nbeal2,0.0031173099
Ctf1,0.0031173099
Klhl4,0.0031173099
Des,0.0031173099
Nkain4,0.0031173099
Gm42993,0.0031173099
Gm17530,0.0031173099
9230112E08Rik,0.0031173099
Gm19583,0.0031173099
Fbxw16,0.0031173099
Shisa3,0.0031173099
Ribc1,0.0031173099
Gm15491,0.0031173099
Hsd17b3,0.0031173099
Dzank1,0.0031173099
Sap18b,0.0031173099
A830082K12Rik,0.0031173099
Gm44037,0.0031173099
Gm17606,0.0031173099
Thbs2,0.0031173099
Gm48420,0.0031173099
Gm47258,0.0031173099
Gpr137b,0.0031173099
Slc35e3,0.0031173099
4930557K07Rik,0.0031173099
E330037G11Rik,0.0031173099
Cyp4b1,0.0031173099
Gm15834,0.0031173099
Mzf1,0.0031173099
Trim9,0.0031173099
Ada,0.0031173099
Egfl8,0.0031173099
E030044B06Rik,0.0031173099
Gm6213,0.0031173099
Phtf1os,0.0031173099
Scarna2,0.0031173099
Hspb6,0.0031173099
Ccrl2,0.0031173099
Adssl1,0.0031173099
Ndrg4,0.0031173099
Fbxl8,0.0031173099
Gm2237,0.0031173099
Hbb-bt,0.0031173099
B4galt6,0.0031173099
Sgcz,0.0031173099
Apba1,0.0031173099
Gm35867,0.0031173099
Fam228b,0.0031173099
Chst3,0.0031173099
Rspo2,0.0031173099
Gm10680,0.0031173099
Gm49526,0.0031173099
Cmtm8,0.0031173099
Fbxl12os,0.0031173099
Gm45292,0.0031173099
Pcdhb17,0.0031173099
Gria4,0.0031173099
Npas2,0.0031173099
B3galt4,0.0031173099
Gm19426,0.0031173099
Rundc3b,0.0031173099
Prob1,0.0031173099
Gm47693,0.0031173099
Il20rb,0.0031173099
Matk,0.0031173099
Nme5,0.0031173099
4933404O12Rik,0.0031173099
Plag1,0.0031173099
Col23a1,0.0031173099
Gm19265,0.0031173099
Ggta1,0.0031173099
Tmem119,0.0031173099
Gm9993,0.0031173097
Kl,0.0031173097
Fam167b,0.0031173097
Myct1,0.0031173097
Zfp811,0.0031173097
Msh5,0.0031173097
Gm37663,0.0031173097
Gm42843,0.0031173097
Chrnb1,0.0031173097
Shpk,0.0031173097
Gm43071,0.0031173097
Gm43088,0.0031173097
Zfp712,0.0031173097
Gm34552,0.0031173097
Rgs16,0.0031173097
Lrrc4b,0.0031173097
Gm31718,0.0031173097
Eln,0.0031173097
Ccdc24,0.0031173097
Slc2a5,0.0031173097
P2ry1,0.0031173097
A330015K06Rik,0.0031173097
Gm45650,0.0031173097
Mcmdc2,0.0031173094
Gm6225,0.002953241
Fes,0.002953241
Calml4,0.002953241
Itga10,0.002953241
Nrcam,0.0029532409
C230085N15Rik,0.0029532409
Dnajc6,0.0029532409
Zfp982,0.0029532409
F420014N23Rik,0.0029532409
Clec12a,0.0029532409
Gm9776,0.0029532409
Gm42515,0.0029532409
Phf21b,0.0029532409
Gm9961,0.0029532409
Gm26881,0.0029532409
2810414N06Rik,0.0029532409
Pex5l,0.0029532409
Prelp,0.0029532409
B230208H11Rik,0.0029532409
C130046K22Rik,0.0029532409
9630028I04Rik,0.0029532409
9630002D21Rik,0.0029532409
Rsph10b,0.0029532409
Fbxl13,0.0029532409
Dmc1,0.0029532409
Pde9a,0.0029532409
Recql4,0.0029532409
Mrln,0.0029532409
Gm14305,0.0029532409
Mgat4a,0.0029532409
Gm45110,0.0029532409
Gm43668,0.0029532409
E130317F20Rik,0.0029532409
Ksr2,0.0029532409
2810428J06Rik,0.0029532409
Smc1b,0.0029532409
Pde4a,0.0029532409
Mettl5os,0.0029532409
Gm16845,0.0029532409
Gm5592,0.0029532409
Atad3aos,0.0029532409
Slc9a3,0.0029532409
St18,0.0029532409
Gm47234,0.0029532409
Gm7324,0.0029532409
Ccdc170,0.0029532409
Adam5,0.0029532409
Gm38190,0.0029532409
Tube1,0.0029532409
Gm21814,0.0029532409
St6galnac2,0.0029532409
Gm49450,0.0029532409
5830454E08Rik,0.0029532409
A930006K02Rik,0.0029532409
Spata48,0.0029532409
Gm48562,0.0029532409
Gm16279,0.0029532409
Ehhadh,0.0029532409
Galntl6,0.0029532409
Il10,0.0029532409
Gm26542,0.0029532409
Umodl1,0.0029532409
Erich5,0.0029532409
Gm48889,0.0029532409
Pnck,0.0029532409
Sdk2,0.0029532409
9930012K11Rik,0.0029532409
Serinc2,0.0029532409
Gm45669,0.0029532409
1700007L15Rik,0.0029532409
Gm960,0.0029532409
Zfp69,0.0029532409
Bin2,0.0029532409
Zfp759,0.0029532409
Gm45495,0.0029532409
Scpep1os,0.0029532409
Aicda,0.0029532409
Tceal5,0.0029532409
Slc39a8,0.0029532409
BC106179,0.0029532409
Lrrc27,0.0029532409
Crip3,0.0029532409
Pdlim3,0.0029532409
4930513N10Rik,0.0029532406
C230013L11Rik,0.0029532406
Thsd7b,0.0029532406
A130050O07Rik,0.0029532406
A130012E19Rik,0.0029532406
Ifi207,0.0029532406
Pcdhb16,0.0029532406
Dennd2d,0.0029532406
Notch3,0.0029532406
Rgs7,0.0029532406
4933440N22Rik,0.0029532406
Lrriq1,0.0029532406
Dact3,0.0029532406
Unc79,0.0029532406
Gm43713,0.0029532406
Gm26787,0.0029532406
Gm12655,0.0029532406
Ncf1,0.0029532406
Gm29170,0.0029532406
Prr18,0.0029532406
Gm20492,0.0029532406
Zp1,0.0029532406
Art3,0.0029532406
Tmc1,0.0029532406
Ncf2,0.0029532406
Anks6,0.0029532406
Gm10817,0.0029532406
Gm38200,0.0029532404
Grap,0.002789172
Pcdhb20,0.0027891719
Slc9b1,0.0027891719
Apobr,0.0027891719
Nmnat2,0.0027891719
Gm49785,0.0027891719
Gm43254,0.0027891719
Zfp455,0.0027891719
Kbtbd8,0.0027891719
Shbg,0.0027891719
Gm19585,0.0027891719
Lrrc56,0.0027891719
Batf,0.0027891719
Far2,0.0027891719
Jak3,0.0027891719
Ppp2r2b,0.0027891719
Cplane2,0.0027891719
Gm15938,0.0027891719
Gm5532,0.0027891719
Nckap1l,0.0027891719
2210406O10Rik,0.0027891719
Arhgef26,0.0027891719
C3ar1,0.0027891719
Gm42748,0.0027891719
Gm38304,0.0027891719
5830444B04Rik,0.0027891719
Gm42869,0.0027891719
Gm28578,0.0027891719
Tnfaip3,0.0027891719
Ak8,0.0027891719
C230037L18Rik,0.0027891719
1700112D23Rik,0.0027891719
Sulf1,0.0027891719
Tincr,0.0027891719
Gm32647,0.0027891719
Gtsf1,0.0027891719
D230022J07Rik,0.0027891719
Tcf23,0.0027891719
Gm3604,0.0027891719
Gm36445,0.0027891719
Sorbs2os,0.0027891719
Gstm6,0.0027891719
Gm50410,0.0027891719
Slc5a4a,0.0027891719
Larp6,0.0027891719
5730471H19Rik,0.0027891719
Tfeb,0.0027891719
Dcdc5,0.0027891719
Lck,0.0027891719
Gm37305,0.0027891719
Spata6l,0.0027891719
Snph,0.0027891719
Scarf1,0.0027891719
Gm37733,0.0027891719
Gm48551,0.0027891719
Gm38377,0.0027891719
Gm15201,0.0027891719
Gm16023,0.0027891719
Galnt13,0.0027891719
1700120C14Rik,0.0027891719
9530036O11Rik,0.0027891719
Xlr5a,0.0027891719
A230108P19Rik,0.0027891719
Fjx1,0.0027891719
Zmynd15,0.0027891719
Med9os,0.0027891719
Klf5,0.0027891719
Gm4673,0.0027891719
Oosp3,0.0027891719
Itgbl1,0.0027891719
Pdzd7,0.0027891719
Mgat3,0.0027891719
Dram1,0.0027891719
Prtn3,0.0027891719
Gm11457,0.0027891719
Gm26590,0.0027891719
Il18bp,0.0027891719
Slit1,0.0027891719
Gm47270,0.0027891719
4932422M17Rik,0.0027891719
Dbndd2,0.0027891719
Amh,0.0027891719
Tdrd12,0.0027891719
Gm38115,0.0027891719
Gm37303,0.0027891719
Nyx,0.0027891719
Sez6,0.0027891719
Gm50340,0.0027891719
Pcdhb9,0.0027891719
Pcsk2,0.0027891719
Cfap65,0.0027891719
Gm43848,0.0027891719
Gm43936,0.0027891719
Tmem212,0.0027891719
Gm14636,0.0027891719
Gm44790,0.0027891719
Castor1,0.0027891719
A430027H14Rik,0.0027891719
Bmp4,0.0027891716
Spi1,0.0027891716
Igf1os,0.0027891716
Rwdd2a,0.0027891716
Aoah,0.0027891716
Eva1a,0.0027891716
Mtus2,0.0027891716
Fam161b,0.0027891716
Ace2,0.0027891716
Homer2,0.0027891716
Gm49968,0.0027891716
Gm12536,0.0027891716
Gm43552,0.0027891716
Egr3,0.0027891716
Gm49539,0.0027891716
Adam33,0.0027891716
Dnah8,0.0027891716
Gm47271,0.0027891716
Iqcm,0.0027891716
Dlgap2,0.0027891716
Snhg9,0.0027891716
Tarbp2,0.0027891716
Gm38021,0.0027891716
AI429214,0.0027891716
Gm49987,0.0027891716
Hhex,0.0027891716
Ccno,0.0027891716
Brinp2,0.0027891716
Gm26740,0.0027891714
Fbxw22,0.0027891714
Oca2,0.002625103
Defb1,0.0026251029
Fstl3,0.0026251029
4930544I03Rik,0.0026251029
Wdr72,0.0026251029
Gm49870,0.0026251029
Sla,0.0026251029
Unc5d,0.0026251029
Nkd2,0.0026251029
Gm43609,0.0026251029
Gm43646,0.0026251029
Gm43628,0.0026251029
Cpm,0.0026251029
Gm10417,0.0026251029
Gm4013,0.0026251029
Gm42991,0.0026251029
Gm37390,0.0026251029
Rab6b,0.0026251029
Ankrd6,0.0026251029
Spic,0.0026251029
Pglyrp3,0.0026251029
Zfp85os,0.0026251029
Il10ra,0.0026251029
Lpar2,0.0026251029
Tub,0.0026251029
Gm17641,0.0026251029
Ttc29,0.0026251029
Sox8,0.0026251029
Piwil2,0.0026251029
Sec31b,0.0026251029
Klc3,0.0026251029
Gm46367,0.0026251029
Pm20d2,0.0026251029
Teddm2,0.0026251029
Gng3,0.0026251029
Cdh3,0.0026251029
Phyhipl,0.0026251029
Phxr4,0.0026251029
Mir670hg,0.0026251029
Adamts3,0.0026251029
Trim60,0.0026251029
Pou2f2,0.0026251029
Gm38257,0.0026251029
Pnmal1,0.0026251029
Dab1,0.0026251029
Gm10658,0.0026251029
Bcl2a1b,0.0026251029
Flt3l,0.0026251029
Ly75,0.0026251029
Spns2,0.0026251029
Ano3,0.0026251029
Timm8a1,0.0026251029
Irf6,0.0026251029
Gm12068,0.0026251029
Mypopos,0.0026251029
Gm16066,0.0026251029
Slc12a8,0.0026251029
9030407P20Rik,0.0026251029
Lrrc38,0.0026251029
Ptgs1,0.0026251029
A430110L20Rik,0.0026251029
A330094K24Rik,0.0026251029
Rnf152,0.0026251029
Crtac1,0.0026251029
Met,0.0026251029
Gm14066,0.0026251029
Gm14399,0.0026251029
Gm19522,0.0026251029
Shank3,0.0026251029
1810021B22Rik,0.0026251029
Ccdc38,0.0026251029
Ccdc150,0.0026251029
Cldn1,0.0026251029
Zar1l,0.0026251029
Dnaaf4,0.0026251029
Gm48880,0.0026251029
Gm8098,0.0026251029
Gm40645,0.0026251029
Gm40617,0.0026251029
Gm7361,0.0026251029
A230072E10Rik,0.0026251029
Ighm,0.0026251029
Fkbp6,0.0026251029
Bmp5,0.0026251029
Alk,0.0026251029
4633401B06Rik,0.0026251029
9330160F10Rik,0.0026251029
Gm44321,0.0026251029
Dock2,0.0026251029
A430103D13Rik,0.0026251029
Nxpe3,0.0026251029
Gm50321,0.0026251029
Fgf20,0.0026251029
Dnaaf3,0.0026251029
Gm32699,0.0026251029
Paqr9,0.0026251029
Gm11084,0.0026251029
Gm36608,0.0026251029
Nrros,0.0026251029
Patl2,0.0026251029
Lrrc32,0.0026251029
Mctp2,0.0026251029
Hcn3,0.0026251029
Gm20186,0.0026251029
Reep6,0.0026251029
Cdh20,0.0026251029
Sema3a,0.0026251029
Hs6st3,0.0026251029
Gm42906,0.0026251029
Ndst4,0.0026251029
5330439K02Rik,0.0026251029
Tex16,0.0026251029
Gm45828,0.0026251029
Pomc,0.0026251029
Pcdhgc4,0.0026251029
Lrrc7,0.0026251029
Cfap74,0.0026251026
Gm47572,0.0026251026
Slc19a3,0.0026251026
Myo15,0.0026251026
Gm17655,0.0026251026
Prox1,0.0026251026
Gm10814,0.0026251026
Gm10461,0.0026251026
5033406O09Rik,0.0026251026
Epha3,0.0026251026
Zdbf2,0.0026251026
Gm41077,0.0026251026
Spin4,0.0026251026
2610027K06Rik,0.0026251026
BC060293,0.0026251026
Tnni1,0.0026251026
Slc25a48,0.0026251026
Dynlt1c,0.0026251026
Akr1c18,0.0026251026
Ccr2,0.0026251026
Shc2,0.0026251026
Arsj,0.0026251026
P2ry14,0.0026251026
Gm20539,0.0026251026
Tbxas1,0.0026251026
Atp2b3,0.0026251026
Klhl33,0.0026251026
Pld4,0.0026251026
Alpl,0.0026251026
B230369F24Rik,0.0026251024
Btc,0.0024610339
Gm20667,0.0024610339
Tlr12,0.0024610339
Emid1,0.0024610339
Lrrc69,0.0024610339
Tnfaip2,0.0024610339
Gm45221,0.0024610339
Lgi3,0.0024610339
Zfp133-ps,0.0024610339
Gm42841,0.0024610339
Fabp7,0.0024610339
Rasl12,0.0024610339
Gm48585,0.0024610339
Gm30624,0.0024610339
Aurkc,0.0024610339
Pramel29,0.0024610339
Asb5,0.0024610339
Pdzk1,0.0024610339
Rac2,0.0024610339
Astn1,0.0024610339
Rab39b,0.0024610339
Gm44045,0.0024610339
Gm48566,0.0024610339
Gm49405,0.0024610339
Arhgef15,0.0024610339
Arhgef4,0.0024610339
Phkg1,0.0024610339
Cavin4,0.0024610339
Pitpnm3,0.0024610339
Plcxd3,0.0024610339
Acvr1c,0.0024610339
Gng7,0.0024610339
