gene,mean_expression
Rnf5,0.058736764
Vkorc1l1,0.05873676
Pacs1,0.058736756
Sdf2l1,0.058572695
Ccm2,0.058572695
Rpia,0.058572695
Eif1ad,0.058572695
Cblb,0.058572695
Rab3ip,0.05857269
Utp20,0.05857269
Gm26691,0.058572687
Rrp1b,0.05840863
Cd2bp2,0.05840863
Cdc42se2,0.058408625
Abhd17a,0.058408625
Phb,0.058408625
Pole3,0.058408625
Sgta,0.058408625
Nab2,0.058408625
Tmem86a,0.058408625
Mex3d,0.05840862
Sestd1,0.05840862
Ywhah,0.05840862
Zbtb44,0.05840862
Ntng1,0.05840861
Pabpc4,0.058244556
Rasa2,0.058244556
Sec22a,0.058244556
Rab35,0.058244556
Bicral,0.058244556
Sdhaf4,0.058244556
Dhrs3,0.058244556
Zfp62,0.058244552
Rwdd4a,0.058244552
Alms1,0.058244552
Gpm6b,0.05824454
Rrp36,0.05808049
Gzf1,0.058080487
Ctdsp1,0.058080487
Rnf220,0.058080487
Tent4b,0.058080487
Dnajc14,0.058080487
Galc,0.058080487
Eif2b5,0.058080487
Pcbd2,0.058080487
Bcor,0.058080483
Slc4a1ap,0.058080483
Rpl28,0.058080483
Rcbtb2,0.058080483
Ift88,0.05808048
Pmpca,0.05791642
Ap1ar,0.057916418
Efl1,0.057916418
Wdr75,0.057916418
Yif1a,0.057916418
Ppil2,0.057752352
Gamt,0.057752352
Orc6,0.057752352
Aprt,0.05775235
Gtf2ird1,0.05775235
Efcab14,0.05775235
Ptpmt1,0.05775235
Nit2,0.05775235
Alkbh7,0.05775235
Rnf214,0.05775235
Nup98,0.057752345
Diaph3,0.057752345
Tada2a,0.057588283
Nt5c2,0.05758828
Hmgxb4,0.05758828
Ube2w,0.05758828
Cep250,0.057588276
Yipf5,0.057588276
Nit1,0.05742421
Dyrk2,0.05742421
Fbxo22,0.05742421
Zfp553,0.05742421
Ric8a,0.05742421
Dnlz,0.05742421
Irf2,0.057424206
Ythdf1,0.057424206
Ngrn,0.057424206
Ensa,0.057424206
Nfkb1,0.057424206
Cibar1,0.057260145
Mrpl55,0.05726014
Fam78a,0.05726014
Aldh6a1,0.05726014
Rnpc3,0.05726014
Smoc2,0.057260137
Prr16,0.057260122
Tmem205,0.057096075
Ppa2,0.057096075
Gpr107,0.05709607
Csgalnact2,0.05709607
Cers2,0.05709607
Zfp386,0.05709607
Rcbtb1,0.05709607
Dnajc19,0.05709607
Bach1,0.05709607
Cpsf1,0.05709607
Tmbim1,0.05709607
Bap1,0.05709607
Ttc23,0.05709607
Tjp2,0.057096068
Wdr61,0.057096068
Ankrd27,0.057096068
Akap10,0.057096064
Dok6,0.057096057
Slc35b1,0.056932006
Atp13a3,0.056932006
Riok1,0.056932002
Kctd20,0.056932002
Smim7,0.056932002
Mrto4,0.056932002
Oard1,0.056932002
Gfer,0.056932002
Cherp,0.056932002
Vasn,0.056932002
Aco1,0.056932
Zranb3,0.056931995
Emc1,0.056767933
Pgp,0.056767933
Cdkn2aipnl,0.05676793
Fos,0.056767926
Ptpn9,0.05676792
Prkg1,0.05676791
Rnf13,0.056603868
Rims4,0.056603864
Ttll4,0.056603864
Ypel5,0.056603864
Nup62,0.056603864
Smim3,0.05660386
Btf3,0.05660386
Vars,0.05660386
Spata5,0.05660386
Kdm4c,0.056603856
Map2,0.05660385
Psmg1,0.056439795
Zc3h4,0.056439795
Cse1l,0.056439795
Ccdc66,0.056439795
Gtf2f2,0.056439795
Vta1,0.056439795
Grem2,0.056439795
Tnip1,0.05643979
Uck2,0.05643979
Fbn1,0.056439787
Polr3d,0.05627573
Ctnnal1,0.05627573
Pld3,0.05627573
Tbc1d9b,0.056275725
Zscan21,0.056275725
Cep162,0.056275725
Armc1,0.056275725
Ciao1,0.056275725
Eps15l1,0.05627572
Ppip5k2,0.05627572
Cdc42bpb,0.056111656
Bag3,0.056111656
Prkci,0.056111656
Chp1,0.056111656
Lsm3,0.056111656
Dis3,0.056111656
As3mt,0.056111652
Ube2i,0.05611165
Foxp4,0.05594759
Plcb3,0.05594759
Fibp,0.05594759
Apool,0.055947587
Mcph1,0.055947587
Vcl,0.055947587
Ralb,0.055947583
Uqcc1,0.055947583
Epb41,0.055947583
Msra,0.05594758
Sec61a2,0.055783518
Man2a2,0.055783518
Stk16,0.055783518
Synj2bp,0.055783518
Pqbp1,0.055783518
Ints6l,0.055783514
Dpysl2,0.055783514
Atg10,0.05578351
Rxra,0.055619452
Zfp871,0.05561945
Ubqln2,0.05561945
Cog3,0.05561945
Psme3ip1,0.05561945
R3hdm4,0.055455383
Prmt2,0.055455383
Faim,0.05545538
Morc2a,0.05545538
Ccdc90b,0.05545538
Hdac3,0.05545538
Slc35a1,0.055455375
Arhgef18,0.055455375
Wtip,0.055291314
Pop5,0.05529131
Nampt,0.05529131
4921524J17Rik,0.05529131
Ift52,0.05529131
Pgam5,0.05529131
Marchf6,0.055291306
Phf2,0.055127244
Slc50a1,0.055127244
Ccdc174,0.055127244
Ggps1,0.05512724
Pex13,0.05512724
1110051M20Rik,0.05512724
Ctps,0.05512724
Mrpl45,0.05512724
Plekhj1,0.05512724
Mtor,0.05512724
Rfc2,0.05512724
Brca2,0.05512724
Csnk2b,0.05512724
Mrps34,0.05512724
Actn1,0.05512724
Klhl2,0.055127237
Atp5md,0.055127237
Usp37,0.055127237
Otulin,0.054963175
Mpnd,0.054963175
Ciz1,0.05496317
Fer,0.05496317
Bri3bp,0.05496317
Smtnl2,0.05496317
Wipf2,0.05496317
Polr3c,0.05496317
Smpdl3b,0.05496317
Ncbp1,0.05496317
Vrk3,0.05496317
Edem2,0.05496317
Zdhhc6,0.05496317
B3galnt2,0.05496317
Txlng,0.054963164
Ube2d1,0.054963164
Tsr3,0.054799102
Man1b1,0.054799102
Napg,0.054799102
Trmt6,0.054799102
Ubqln4,0.054799102
Abi2,0.054799102
H2-T23,0.054799102
Col6a1,0.054799102
Rps6ka5,0.054799095
Xpo4,0.054799095
Neto2,0.05479909
Emd,0.054635033
Ptbp1,0.054635033
Mrtfa,0.054635033
Gmeb1,0.05463503
Rev1,0.05463503
Lrch2,0.05463503
Mrpl3,0.054470968
Mrpl44,0.054470964
Nbdy,0.054470964
H2az1,0.054470964
Mindy1,0.054470964
Bpgm,0.054470964
Fbxo38,0.054470964
Atp6v0a1,0.054470964
Angptl2,0.054470964
Tbck,0.05447096
Rnf115,0.05447096
Rap2c,0.05447096
Plau,0.054470956
Cox20,0.0543069
Slc38a9,0.054306895
Itga6,0.054306895
Uimc1,0.054306895
Kmt2b,0.054306895
Tmem248,0.054306895
Tbc1d17,0.054306895
Nin,0.05430689
Fubp3,0.05430689
Washc4,0.05430689
Zzef1,0.05430689
Taf4b,0.054306887
Mark2,0.054142825
Mdc1,0.054142825
Tmem159,0.054142825
Nfrkb,0.054142825
Dram2,0.05414282
Rbck1,0.05414282
Fam135a,0.054142818
Eif6,0.05397876
Cdc23,0.05397876
Zfhx3,0.05397876
Parg,0.053978756
Mylip,0.053978756
Cdipt,0.053978756
Mmut,0.053978756
Twf1,0.053978756
Psmd10,0.053978756
Ralgapb,0.053978756
Map3k20,0.053978756
Sh2b1,0.053978756
Dlg3,0.053978756
Dpysl5,0.053978756
Gatad2a,0.053978756
Klhl13,0.053978752
Mgat2,0.053978752
Ippk,0.053978752
Ppie,0.053978752
Iftap,0.053978752
Nln,0.05397875
Grip1,0.053978745
Mrps6,0.053814687
Arfrp1,0.053814687
Ube3b,0.053814687
Cradd,0.053814687
Rassf3,0.053814687
Snapc3,0.053814687
Nfyc,0.053814687
Dync2li1,0.053814683
Cnst,0.053814683
Togaram1,0.053814683
Syne1,0.053814683
Cdkal1,0.053814683
Dtd2,0.053814683
Myo1d,0.05381468
Bckdhb,0.05381468
Nfib,0.053814676
Ulk1,0.05365062
Pygo2,0.05365062
Crebzf,0.053650618
Vamp3,0.053650618
Lgals8,0.053650618
Pi4k2a,0.053650618
Elp1,0.053650618
Eif2b4,0.053650618
Tmem39a,0.053650618
Smim10l1,0.053650618
Cotl1,0.053650614
Slc38a3,0.05365061
BC004004,0.053486552
Plbd2,0.053486552
0610012G03Rik,0.053486552
Trnau1ap,0.05348655
Enc1,0.05348655
Pik3cd,0.05348655
Ints3,0.053486545
Hecw2,0.05348654
Ap3s2,0.053322483
Kxd1,0.053322483
Ddx23,0.05332248
Cenpc1,0.05332248
Josd1,0.05332248
Tex261,0.05332248
Alg5,0.05332248
Camk1,0.05332248
Mapre2,0.05332248
Commd4,0.05332248
Slc49a4,0.053322475
Slc16a2,0.053322475
Zcchc14,0.05315841
Ncoa7,0.05315841
2310033P09Rik,0.05315841
Elp5,0.05315841
Ate1,0.05315841
Zc2hc1a,0.05315841
Cpsf7,0.05315841
Klhl23,0.05315841
Zfp592,0.05315841
Exosc10,0.05315841
Cluap1,0.053158406
Fggy,0.053158406
Rpl9-ps6,0.052994344
Trip6,0.05299434
Mgat5,0.05299434
Sumf1,0.05299434
Dmap1,0.05299434
Atg5,0.05299434
Ipo8,0.05299434
Jade3,0.052994333
Ifngr2,0.052830275
Tmx4,0.05283027
Prelid3b,0.05283027
Gprc5b,0.05283027
Fam91a1,0.05283027
Klhl9,0.05283027
Casd1,0.052830268
Zfyve1,0.052830264
Tspo,0.052666206
Abhd16a,0.052666206
Ppp3r1,0.052666206
Mrpl16,0.052666206
Wsb2,0.052666202
Cdk9,0.052666202
Supt4a,0.052666202
Hdac5,0.052666202
Fam174a,0.052666202
Bckdha,0.052666202
Thap3,0.052666202
Pofut2,0.052666202
Rras2,0.0526662
Cds2,0.0526662
Rb1,0.0526662
Fgf13,0.052666187
Tle4,0.052502133
Trappc1,0.052502133
Lonrf1,0.052502133
Ubac2,0.052502133
Lamtor4,0.052502133
Snhg8,0.052502133
Stard3nl,0.052502133
Inpp5a,0.052502133
Aktip,0.052502133
Bcl7a,0.052502133
Pkd1,0.052502133
Fam149b,0.05250213
Ammecr1l,0.05250213
Zfp410,0.05250213
Gpalpp1,0.05250213
Slc24a5,0.052502126
Cd36,0.052502126
Fgd3,0.052502126
Nkain2,0.052502126
Pogk,0.052338067
Tpgs2,0.052338067
Dhx29,0.052338064
Ctbp2,0.052338064
Fyco1,0.052338064
Rpp14,0.052338064
Hsdl2,0.052338064
Exosc7,0.052338064
Gramd1a,0.052338064
Gtf2h1,0.052338064
Gosr1,0.052338064
Wdr12,0.052338064
Foxk2,0.05233806
Atp11c,0.05233806
Slc25a30,0.052174
Calcoco1,0.052174
Zfp503,0.052173994
Kdm6b,0.052173994
Tars2,0.052173994
Ilvbl,0.052173994
Naa10,0.052173994
Arnt,0.052173994
Vldlr,0.05217399
Clpb,0.05217399
Hipk2,0.05217399
Tex264,0.05200993
Ctnnbl1,0.052009925
Eif4e,0.052009925
Pik3c3,0.052009925
Dguok,0.052009925
Orc3,0.052009925
Babam1,0.052009925
Prxl2b,0.052009925
Dbnl,0.052009925
Thumpd3,0.052009925
Vkorc1,0.052009925
Tpgs1,0.052009925
Vps26c,0.05200992
Tmem33,0.052009918
Fktn,0.052009918
Cirbp,0.05184586
Ctdnep1,0.05184586
Ssna1,0.051845856
Tmem183a,0.051845856
Kif1c,0.051845856
Parp8,0.051845856
Uchl3,0.051845856
Pttg1,0.051845856
Pigq,0.051845856
Brpf1,0.051845856
Myo9b,0.051845852
Ccnk,0.051845852
Ctnna3,0.051845852
Srm,0.05168179
Actr3b,0.051681787
Mettl6,0.051681787
Clybl,0.051681787
Sec24d,0.051681787
Zfp422,0.051681787
Gpatch2,0.051681787
Tex10,0.051681787
Iscu,0.051681787
Pcif1,0.051681787
Psmb10,0.051681787
Thumpd2,0.051681783
Igsf11,0.051681783
Fbxo5,0.051681783
Galnt7,0.051681783
Serinc5,0.05168178
Pgm1,0.05151772
Rbm7,0.051517718
Ifnar1,0.051517718
Memo1,0.051517718
Atg4b,0.051517718
Washc5,0.051517718
Cpped1,0.051517718
Tmem184c,0.051517718
Stat6,0.051517718
Dcaf13,0.051517718
Nploc4,0.051517718
Dph6,0.051517714
Synrg,0.051517714
Ercc6l2,0.051517714
Zfp407,0.05151771
Poglut1,0.051353652
Tubb2a,0.05135365
Zcchc8,0.05135365
Atf5,0.05135365
Ints7,0.05135365
Trappc10,0.05135365
Gle1,0.051353645
Mageh1,0.051189583
Srpr,0.051189583
Lias,0.05118958
Sfmbt1,0.05118958
Sirt2,0.05118958
Glmp,0.05118958
Ppp1r35,0.05118958
Ppp1r9b,0.05118958
Ggh,0.05118958
Insig2,0.051189575
Fxyd6,0.051189575
Katna1,0.051189575
Zfhx4,0.051189575
Plod3,0.051025514
Hspa13,0.051025514
Gnptab,0.05102551
Cog2,0.05102551
Naa38,0.05102551
BC003965,0.05102551
Aip,0.05102551
Sipa1l1,0.051025506
Champ1,0.051025506
Zfp827,0.050861444
Lrrc47,0.05086144
Tvp23b,0.05086144
Wrnip1,0.05086144
Eif2ak1,0.05086144
Bsdc1,0.05086144
Lgalsl,0.05086144
Mindy3,0.05086144
Pih1d1,0.05086144
Dync1li1,0.05086144
0610010F05Rik,0.05086144
Timm50,0.05086144
Sh3pxd2a,0.05086144
Tmco1,0.05086144
Naa16,0.05086144
Tfcp2,0.05086144
Exosc1,0.05086144
Ppm1k,0.050861437
Lncpint,0.050861437
Strn4,0.050861437
Cyld,0.050861437
Eif4enif1,0.050861437
Uba3,0.050861437
Rpl27,0.05086143
Rnaseh2a,0.05069737
Sec23b,0.05069737
Mepce,0.05069737
Rfk,0.05069737
Aimp2,0.05069737
Nfyb,0.050697368
Ccdc117,0.050697368
Tubgcp5,0.050697368
Abcb7,0.050697368
Szrd1,0.050533306
Kif3b,0.050533302
Crtap,0.050533302
Nrbp2,0.050533302
Atp6v1c1,0.050533302
Taf10,0.050533302
Taf11,0.050533302
Wdr92,0.050533302
Tob1,0.050533302
Dhx16,0.050533302
Epb41l5,0.0505333
Cdk10,0.0505333
Ube2q2,0.0505333
Alkbh1,0.0505333
Edem3,0.0505333
Tasor2,0.0505333
Gpatch4,0.050369237
Cyth1,0.050369237
Snap47,0.050369237
Gcsh,0.050369237
Ap1s1,0.050369233
Plekha2,0.050369233
Trmt1l,0.050369233
Vamp4,0.050369233
Septin4,0.050369233
Pithd1,0.05036923
Rbsn,0.05036923
Nck2,0.05036923
Rnf138,0.050369225
Sphk2,0.050205167
Wdr11,0.050205164
Vps53,0.050205164
Clk3,0.050205164
Rpf1,0.050205164
Mettl27,0.050205164
Mrpl1,0.050205164
Oxsr1,0.050205164
Med19,0.050205164
Ttc7b,0.050205164
Grik5,0.050205164
Nde1,0.050205164
Nf2,0.0500411
Dnah7b,0.0500411
Mettl23,0.050041094
Erap1,0.050041094
Gstz1,0.050041094
Elof1,0.050041094
Fam234b,0.050041094
Cd9,0.050041094
Smpd2,0.050041094
Xpo6,0.050041094
Sh3bgrl3,0.050041094
Rtca,0.050041094
Ccndbp1,0.050041094
Acaca,0.05004109
Ing3,0.05004109
Wdr59,0.05004109
Rprd1b,0.05004109
Med6,0.04987703
Nsf,0.04987703
Nt5c,0.04987703
Ckap2l,0.049877025
Snrnp40,0.049877025
3830406C13Rik,0.049877025
Setd1b,0.049877025
Bckdk,0.049877025
Ccdc127,0.049877025
Tsc22d2,0.04987702
Rbbp9,0.04987702
Skap2,0.04987702
Ier2,0.04987702
Purg,0.04987702
4930581F22Rik,0.04987702
Cttnbp2nl,0.04987702
Atxn7l1,0.04987702
Mrps35,0.049877018
Eefsec,0.049877014
Pdgfc,0.049877014
Gm19951,0.04987701
Tmem132a,0.04971296
Nxf1,0.04971296
Cebpg,0.049712956
Hif1an,0.049712956
Ccng2,0.049712956
Spire1,0.049712956
Mt2,0.049712956
Ltn1,0.049712956
Plekhm2,0.049712956
H1f10,0.049712956
Sgcb,0.049712956
Degs1,0.049712956
Jmjd6,0.049712952
Mettl14,0.049712952
Tssc4,0.049712952
Acsl4,0.04954889
Dcps,0.04954889
Crnkl1,0.04954889
Pbx2,0.04954889
Psmb7,0.04954889
Sgpp1,0.049548887
Lcmt1,0.049548887
Eef2k,0.049548887
Hectd4,0.049548887
Thap12,0.049548887
Tm9sf4,0.049548887
Usp46,0.049548887
Hbs1l,0.049548887
Mms19,0.049548887
Slc20a1,0.049548887
6720427I07Rik,0.049548887
5031439G07Rik,0.049548883
Galk2,0.049548883
Ttc19,0.049548883
Ing2,0.049548883
Prr14l,0.049548883
Cdca8,0.04954888
Parp2,0.049384817
Bud23,0.049384817
Slc44a3,0.049384814
Mier3,0.049384814
Ttc4,0.049384814
Pdzd2,0.04938481
Yjefn3,0.049220752
Rbm15b,0.049220752
Mcm4,0.049220752
Smn1,0.049220752
Fbxl19,0.049220752
Ccdc124,0.04922075
Etfbkmt,0.04922075
Kpna3,0.04922075
Gm20629,0.049220745
Yipf3,0.049220745
Ttll5,0.049056683
Zfp512,0.04905668
Mrpl36,0.04905668
Trak1,0.04905668
Sirt7,0.04905668
Tbk1,0.04905668
Ntmt1,0.04905668
Cep164,0.04905668
Bbip1,0.04905668
Fbxo45,0.049056675
Ust,0.049056668
Gna11,0.04889261
Zfp821,0.04889261
Fam216a,0.04889261
Cmpk1,0.04889261
Armcx1,0.04889261
Tmem161a,0.04889261
Xrcc5,0.04889261
2410002F23Rik,0.048892606
Med8,0.048892606
Osbp,0.048728544
Cbx4,0.048728544
Polr1h,0.04872854
Ttc17,0.04872854
D5Ertd579e,0.04872854
Senp1,0.04872854
Cetn2,0.04872854
Zswim8,0.04872854
Ppp2cb,0.04872854
Brms1l,0.04872854
Herc3,0.048728537
Asb3,0.048728537
Pparg,0.048728533
Xrcc4,0.04872853
Prkn,0.04872853
Mrps16,0.048564475
Tubgcp2,0.048564475
Rps6ka2,0.04856447
Rilpl1,0.04856447
Cdk2ap2,0.04856447
Gid4,0.04856447
Zfp157,0.04856447
E130307A14Rik,0.048564468
Crlf3,0.048564464
Ryr2,0.04856446
Cst8,0.04856446
Nup93,0.048400406
Dcp2,0.048400402
Dgcr8,0.048400402
G2e3,0.048400402
Anks3,0.0484004
Zfp397,0.0484004
Mospd2,0.0484004
Mri1,0.0484004
Med9,0.0484004
Gnb4,0.0484004
Mettl3,0.0484004
Igdcc4,0.048236337
Eid2,0.048236337
Dnajb1,0.048236337
Tfpi,0.048236337
Fech,0.048236333
Irf2bp1,0.048236333
Patj,0.048236333
Mrpl37,0.04823633
Ahcyl2,0.04823633
Crls1,0.04823633
Rnf149,0.04823633
Pcyt1a,0.04823633
Ndfip2,0.04823633
Zfp113,0.04823633
Mars1,0.048072267
Cdc42se1,0.048072267
Smarcd1,0.048072264
Prmt3,0.048072264
Lrrc1,0.048072264
Emx2,0.048072264
Bet1l,0.048072264
Bnip3,0.048072264
Rps13,0.048072264
Gm49797,0.048072264
Cxxc1,0.048072264
Aven,0.04807226
1700123O20Rik,0.047908194
Ints8,0.047908194
Pex14,0.047908194
Ly6e,0.047908194
Heatr5a,0.047908194
Arap1,0.047908194
Prpf38a,0.047908194
Copz2,0.047908194
Rela,0.047908194
Kif11,0.04790819
Tmem201,0.04790819
Gabbr1,0.04790819
Castor2,0.04790819
Spaca6,0.04790819
Renbp,0.04774413
Zbtb41,0.047744125
Mplkip,0.047744125
Tm2d3,0.047744125
Akt2,0.047744125
Phf8,0.047744125
Utp18,0.047744125
Efemp2,0.04758006
Upf1,0.04758006
Cdk16,0.04758006
Rbm18,0.047580056
Mrps18a,0.047580056
Srgap3,0.047580056
Pcgf5,0.047580056
Smarcd3,0.047580056
Daxx,0.047580056
Pcnp,0.047580056
Pex7,0.047580056
Exoc7,0.047580052
Kat5,0.04741599
Higd2a,0.04741599
Letm1,0.047415987
Ppp1r21,0.047415987
Lratd2,0.047415987
Fads6,0.047415987
Mbtps2,0.047415987
Mrps5,0.047415987
Cox7c,0.047415987
Mrpl4,0.047415987
Arap2,0.047415983
Gmpr,0.047415983
Ascc2,0.047415983
Sap30bp,0.047415983
Snap29,0.047415983
Mamld1,0.04741598
Mxra7,0.047251917
Crip2,0.047251917
Nfs1,0.047251917
C2cd3,0.047251917
Slc44a2,0.047251917
Stam2,0.047251917
H1f2,0.047251917
Slc35d1,0.047251917
Ppp5c,0.047251917
Pdzd11,0.047251917
Tmem260,0.047251917
Gm49336,0.047251917
Slc48a1,0.047251917
Mark4,0.047251917
Exoc2,0.047251914
Med30,0.047251914
Coq7,0.047251914
Kbtbd2,0.047251914
Dync2i1,0.04725191
Gsn,0.04708785
Lrig1,0.04708785
Npat,0.04708785
Zfp655,0.04708785
Bola1,0.04708785
Brcc3,0.04708785
Psen1,0.047087844
Trim59,0.047087844
Tbcd,0.047087844
Tm2d1,0.047087844
Tenm3,0.047087837
Arhgap22,0.04692378
Ciapin1,0.04692378
Ptk7,0.04692378
Erlin2,0.04692378
Wdr74,0.04692378
Fbxo34,0.04692378
Fundc1,0.04692378
Ifnar2,0.04692378
Ppdpf,0.04692378
Wdr46,0.04692378
Atp10a,0.04692378
Rex1bd,0.04692378
Ube2a,0.04692378
Kctd2,0.04692378
Trub1,0.046923775
Gdpd1,0.046923775
Ak6,0.046923775
Pomgnt1,0.046759713
Snx9,0.04675971
Arhgef2,0.04675971
Ppp2r1a,0.04675971
Pex19,0.04675971
Nt5dc2,0.04675971
Zfp945,0.04675971
Rfc3,0.04675971
Cul2,0.04675971
Mpv17,0.04675971
Rnf14,0.04675971
Tmem263,0.046759706
Snrpa,0.046759706
Arf6,0.046759706
Ocrl,0.046759706
Anks1,0.046759706
Phlpp2,0.046759702
Rnf144b,0.046759702
Kcnab1,0.0467597
Bcr,0.046595644
Ppp1r10,0.046595644
Edrf1,0.04659564
Ccdc171,0.04659564
Adprs,0.04659564
Ap2a2,0.04659564
Cmtm6,0.04659564
Thap11,0.04659564
Kat7,0.04659564
Atad2,0.04659564
Zfp217,0.046595637
Mug2,0.046595637
Mturn,0.046595637
Rnf167,0.046431575
Arnt2,0.046431575
Nudt19,0.046431575
Atp6v1h,0.046431575
Psmd9,0.04643157
Rab40c,0.04643157
Vps39,0.04643157
Tet1,0.04643157
1810030O07Rik,0.04643157
Bscl2,0.04643157
Ikbkb,0.04643157
Ripk1,0.046431568
Igsf3,0.046431568
Spopl,0.046431564
Atoh8,0.046267506
Abhd14a,0.046267506
Macroh2a2,0.046267502
Cyba,0.046267502
Tent2,0.046267502
Eif2ak2,0.046267502
Exosc5,0.046267502
Bet1,0.046267502
Gipc1,0.046267502
Vps4a,0.046267502
Ppp4r1,0.046267502
Rrm2b,0.046267502
Klf13,0.0462675
Rpgrip1l,0.0462675
Slc30a5,0.0462675
Fam160b2,0.046103436
Ccdc85b,0.046103433
Gigyf1,0.046103433
Cnpy4,0.046103433
Cops7a,0.046103433
Klhdc3,0.046103433
Tmem60,0.046103433
Brap,0.046103433
Tmem70,0.046103433
Med31,0.046103433
Hdac1,0.046103433
S100a6,0.04610343
Mast2,0.04610343
Spice1,0.04610343
Ric1,0.04610343
Jak2,0.04610343
Pdlim5,0.046103425
Nusap1,0.045939364
Zfp395,0.045939364
Col27a1,0.045939364
2700081O15Rik,0.045939364
Bad,0.045939364
Ddx41,0.045939364
Cep44,0.045939364
Coa5,0.045939364
Myg1,0.045939364
Psmg4,0.045939364
Gadd45b,0.045939364
Pigyl,0.045939364
Xpnpep1,0.045939364
Polg,0.04593936
Limk2,0.04593936
Aida,0.04593936
Rexo1,0.045775298
B3gat3,0.045775298
Clasrp,0.045775294
Aqr,0.045775294
Mvp,0.045775294
Tm7sf3,0.045775294
Psma3,0.045775294
Rapgef1,0.045775294
Ppp1r15b,0.04577529
Pigu,0.04577529
Pip4k2c,0.04577529
Gm15866,0.04577529
Wdr70,0.04561123
Mpst,0.04561123
Nip7,0.04561123
Tulp3,0.045611225
Trappc3,0.045611225
Rabgef1,0.045611225
Lpin1,0.045611225
Topbp1,0.045611225
Atad3a,0.045611225
Zfp606,0.045611225
Mosmo,0.04561122
Nudt16l1,0.04561122
Zbtb46,0.04561122
Sec24a,0.04561122
Pdss2,0.045611218
Trp53bp2,0.04544716
Dedd,0.04544716
Cdk5,0.045447156
Tet2,0.045447156
Fam207a,0.045447156
Zbed3,0.045447156
Nomo1,0.045447156
Wdr55,0.045447156
Nudt21,0.045447156
Pcbd1,0.045447156
Maip1,0.045447156
Ttc37,0.045447156
Fut11,0.045447156
Rbm34,0.045447152
Sirt1,0.04544715
Adsl,0.04528309
Cep89,0.04528309
Ier3,0.04528309
Slc39a10,0.045283087
Swap70,0.045283087
Gosr2,0.045283087
Slc25a46,0.045283087
C1qtnf6,0.045283087
Siah1a,0.045283087
Mov10,0.045283087
Ctc1,0.045283087
Nt5c3,0.045283083
Phldb1,0.045283083
Rps6kc1,0.045283083
Meaf6,0.045283083
Shisa6,0.04528308
Rrn3,0.04511902
Tnfrsf1a,0.04511902
Dvl2,0.04511902
Actr8,0.04511902
Hes6,0.045119017
Taf1b,0.045119017
Naglu,0.045119017
Yaf2,0.045119017
Naa30,0.045119017
Ltbr,0.045119017
Acad8,0.045119017
Klf12,0.045119014
Arhgap11a,0.045119014
Rsl24d1,0.04495495
Mrpl40,0.04495495
Slc25a17,0.044954948
Scamp3,0.044954948
Emc2,0.044954948
Ppil1,0.044954948
Kdsr,0.044954948
Bbs2,0.044954948
Maoa,0.044954948
Rad23a,0.044954948
Katnip,0.044954948
Vat1,0.044954948
Ntan1,0.044954948
Caml,0.044954948
Cfap97,0.044954948
Polr1f,0.044954948
Susd3,0.044954944
Rarg,0.044954944
Top3b,0.044954944
Phlpp1,0.044954944
Asah2,0.044954944
Mcee,0.044790883
Atp6v0a2,0.044790883
Herpud1,0.044790883
Parp4,0.04479088
E2f3,0.04479088
Rab34,0.04479088
Grina,0.04479088
D16Ertd472e,0.04479088
Fhl2,0.04479088
Slc43a2,0.04479088
Psme3,0.04479088
Orc4,0.044790875
Slc4a2,0.044790875
Exosc4,0.044790875
Pfkl,0.044626813
Plxnb1,0.044626813
Prr12,0.04462681
Timm10b,0.04462681
Naa25,0.04462681
Rps19bp1,0.04462681
Snx13,0.04462681
Rragd,0.04462681
Impact,0.04462681
Coq2,0.044626806
Pdk1,0.044626806
Pstk,0.044626806
Rgs22,0.044626806
Nipsnap3b,0.044626806
Gm38034,0.044626806
Pus7,0.044626806
Phka1,0.044626806
Pola1,0.044626802
Reln,0.044626795
Oplah,0.044462744
Trmt2a,0.04446274
Polr3b,0.04446274
Ercc5,0.04446274
Med15,0.04446274
4931406C07Rik,0.04446274
Rexo4,0.04446274
Rab9,0.04446274
Msrb3,0.04446274
Pacs2,0.04446274
Cxcl14,0.04446274
Slc10a7,0.044462737
Parp11,0.044462737
Zfp639,0.044462737
Fbxw4,0.044462737
Eed,0.044462737
Nelfcd,0.044462733
Zbtb1,0.044462733
Mid1,0.04446272
Igsf8,0.044298675
Eif2b3,0.044298675
Akr7a5,0.044298675
Epb41l1,0.04429867
Ltv1,0.04429867
Fstl1,0.04429867
Llph,0.04429867
Serpinf1,0.04429867
Ube2j1,0.04429867
Rgp1,0.04429867
Xpo5,0.04429867
Rnf2,0.04429867
Col5a2,0.044298667
Phtf1,0.044298667
Ttc27,0.044298667
Pgm3,0.044298667
Focad,0.044298664
Thap4,0.044134606
Pet100,0.044134606
Txndc11,0.044134602
Timm10,0.044134602
Rpa2,0.044134602
Siae,0.044134602
Mrps25,0.044134602
Cep78,0.0441346
Auh,0.0441346
Arhgap39,0.0441346
Ddit3,0.0441346
Gnpda2,0.043970533
Gmcl1,0.043970533
Trim41,0.043970533
Stat2,0.043970533
Tmed1,0.043970533
Ap1m1,0.043970533
Scyl2,0.043970533
Rai1,0.043970533
Pnkd,0.043970533
Bcl9,0.04397053
Fbxo9,0.04397053
Rngtt,0.04397053
Opa3,0.04397053
Pign,0.043806463
Brd9,0.043806463
