alpha_matrix_11,nu_matrix_11,sigma_matrix_11,alpha_matrix_12,nu_matrix_12,sigma_matrix_12,alpha_matrix_13,nu_matrix_13,sigma_matrix_13,alpha_matrix_22,nu_matrix_22,sigma_matrix_22,alpha_matrix_23,nu_matrix_23,sigma_matrix_23,alpha_matrix_33,nu_matrix_33,sigma_matrix_33,distance_K
2.220446049250313e-16,0.9668293565774292,0.7997948815386638,0.8791691842951685,1.833008156578945,-1.002834402108111e-05,0.8807059636230901,1.4069226522933176,-9.182394305084406e-06,2.220446049250313e-16,1.0321710093911507,1.0783132312224994,0.8807059636230901,1.4395934787001783,-9.080938368849106e-06,0.0735464444693762,0.18000000081989598,0.9955529397682146,0.13700892428785516
