alpha_matrix_11,nu_matrix_11,sigma_matrix_11,alpha_matrix_12,nu_matrix_12,sigma_matrix_12,alpha_matrix_13,nu_matrix_13,sigma_matrix_13,alpha_matrix_22,nu_matrix_22,sigma_matrix_22,alpha_matrix_23,nu_matrix_23,sigma_matrix_23,alpha_matrix_33,nu_matrix_33,sigma_matrix_33,distance_K
2.220446049250313e-16,0.9782020571502481,0.7997948964275227,0.9097011459881692,2.1926366567753166,-2.0054242202257366e-05,0.9113379034596455,1.827543013529477,-3.7751113261408666e-05,2.220446049250313e-16,1.0209259376965223,1.0783132312224994,0.9113379034596455,1.848904953802614,-3.559167297794326e-05,0.07720879833327232,0.2907386512048431,0.9981833963189207,0.14072438814413202
0.026605319767893043,1.85123948375136,1.0319567148169753,0.9006063684588627,3.5883098871094674,-1.3575849329430935e-32,0.9008401167743725,1.8218345914894445,-4.054862941598953e-33,0.03841638683387072,3.7053802904675748,1.1486680999240315,0.9010532192155877,2.748904994847552,-6.1306615305471144e-33,0.04814549761066311,0.17242969922752893,0.9306890142974085,0.12973819956517743
0.05137621499560241,3.7657501086073184,1.0237394234244217,0.22641827088762248,5.064223109052842,-0.2604505484333475,0.22788570645872638,4.988311484635711,-3.4607522878807427e-14,0.0025896141816216245,2.001024327170648,1.0684250845057803,0.22497886684166682,4.105948593917375,-1.3557286612645285e-15,0.03660641657569977,1.8492010783363861,1.0250739914976008,0.11270270364855965
0.08978009880980764,0.026044804818376455,1.1055438671748286,0.8792954592590798,1.3413443889757597,-2.850648203281908e-19,0.8792954592590798,1.3398287895861902,-2.8525054500410926e-19,2.220446049250313e-16,1.024977442283538,0.8419486580249408,0.8770007249726118,1.839295108318771,-1.5367728608639768e-05,2.220446049250313e-16,1.021946243504399,1.0333029172287418,0.13089802888075897
0.035840711966199645,3.818582656754206,0.7301636394247203,0.892379876691072,3.0837000524193368,-3.818071807131301e-05,0.892379876691072,3.10548879046579,-3.908088309964899e-05,2.220446049250313e-16,0.9800512371711699,1.0924224738161283,0.8920199358792665,1.6862230806742717,-1.5931718190239708e-05,2.220446049250313e-16,1.0236287132640765,1.1578906485315694,0.1508957143929742
2.220446049250313e-16,1.0224443371002716,0.9506965941058857,0.3681387514651141,3.493299764467625,-5.9822839097155756e-05,0.3672502630886599,2.0984698445192427,-2.9583143367104886e-19,0.03614926255411466,3.8115410333903452,0.9565610598691554,0.3681387514651141,3.4930181926642794,-1.8118973380016583e-17,2.220446049250313e-16,1.0218811934935803,0.9854473503376885,0.12095891245987211
2.220446049250313e-16,1.0238296848494859,1.1159482324937438,1.9138293669596207,2.435915284797354,-6.564212442792474e-05,1.9141378915027076,0.7330902469845791,-1.7950380238749543e-18,0.0323688198998342,3.8480008845630738,0.9399101127288242,1.914274728960628,2.145175846841373,-2.429970792401336e-19,0.058393357502753984,0.4423508089375237,0.8881201072607221,0.13062675196644075
2.220446049250313e-16,1.021022497558014,1.0861342556167282,0.8905604685498345,3.163044376669793,-8.71942518227066e-06,0.890061083423339,1.8185378114922188,-3.3446982842494495e-05,0.042171457621782094,3.711035145643568,0.9497140256895433,0.8905604685498345,3.163544135534996,-8.729569794017528e-06,2.220446049250313e-16,1.0220220152884196,0.9135346682869488,0.12627405073609738
2.220446049250313e-16,1.0218970913471523,0.9204406217832032,1.0035603758039913,1.780749226798736,-2.0872229793273936e-06,1.0019972779747361,2.2801830194653796,-4.730108559126112e-21,0.07918185164628777,0.024322750652425285,1.3080126488951394,1.0035603758039913,1.781395849118016,-9.039523754993127e-19,2.220446049250313e-16,1.0231903359857122,0.9915883199838131,0.14998865175839132
0.0067437907678321585,0.1101491811869324,1.0433017221389984,0.9000126328874279,1.3760731945536533,-4.343602584502527e-33,0.9002383220775446,1.0207056662087906,-5.584454408765139e-33,2.220446049250313e-16,1.0219972079203867,0.9859085160095377,0.9002256923572183,1.4766296795755176,-4.1898653185230174e-33,0.02850604076447316,0.31126215123066125,0.9848528494071904,0.1170256506303886
