benchmark,benchmark_version,config_hash,config_id,fit_mode,grid_side,dimension_p,smoothness,decay_true,variance_true,range_true,bandwidth,input_spacing,candidate_count,decay_candidate_count,variance_candidate_count,delta,seed,git_commit,git_dirty,model,sample_size,sample_size_times_dimension,inverse_sqrt_sample_size_times_dimension,trial,decay_estimate,variance_estimate,range_estimate,population_grid_decay_target,population_grid_variance_target,population_continuous_decay_target,population_continuous_variance_target,decay_error_to_truth,variance_error_to_truth,decay_error_to_grid_target,variance_error_to_grid_target,sample_objective_at_estimate,population_objective_at_estimate,criterion_deviation_at_estimate,sample_objective_at_population_target,population_objective_at_population_target,criterion_deviation_at_population_target,max_abs_criterion_deviation,population_excess_at_estimate,erm_deterministic_excess_limit,erm_inequality_holds,uniform_likelihood_bound,uniform_excess_bound,max_candidatewise_deviation_to_bound_ratio,simultaneous_candidatewise_bound_holds,uniform_bound_holds,population_excess_within_uniform_bound,finite_grid_oracle_selected,worst_bound_decay,worst_bound_variance,worst_bound_frobenius_norm,worst_bound_operator_norm,worst_bound_stable_rank
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,148,0.7174901947072152,1.201124433981431,1.3937472698258517,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.2825098052927848,0.2011244339814311,0.03323476578858353,-0.02221451154583476,-0.9601915167716037,-0.9997508607614897,0.03955934398988592,-0.9577358982573876,-1.001741935454858,0.044006037197470434,11.022700467450335,0.0019910746933683443,22.04540093490067,True,34.489148450201895,68.97829690040379,0.3283885827261969,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,149,0.700675788738485,1.201124433981431,1.4271935980554231,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.299324211261515,0.2011244339814311,0.016420359819853347,-0.02221451154583476,-0.982988027679675,-1.001484917897756,0.018496890218081024,-0.9823520291875435,-1.001741935454858,0.01938990626731459,4.679122971808373,0.0002570175571019462,9.358245943616746,True,34.489148450201895,68.97829690040379,0.148115235211488,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,150,0.6682198807633842,1.2690081235993345,1.4965133914566944,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.33178011923661577,0.26900812359933446,-0.016035548155247437,0.045669178072068606,-1.0113051158704849,-1.0014488457662925,-0.009856270104192502,-1.01111155818915,-1.001741935454858,-0.00936962273429208,4.422480548842966,0.00029308968856556206,8.844961097685932,True,34.489148450201895,68.97829690040379,0.12822817458739194,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,151,0.700675788738485,1.1793133139282195,1.4271935980554231,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.299324211261515,0.17931331392821948,0.016420359819853347,-0.04402563159904638,-0.999819245291108,-1.0016634927143087,0.0018442474232006627,-0.9997472838717469,-1.001741935454858,0.00199465158311112,0.32713035395687484,7.844274054935596e-05,0.6542607079137497,True,34.489148450201895,68.97829690040379,0.05838193436600262,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,152,0.6682198807633842,1.2924781278852444,1.4965133914566944,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.33178011923661577,0.2924781278852444,-0.016035548155247437,0.06913918235797856,-1.0056915329179705,-1.0016025046932255,-0.004089028224745091,-1.0055803320189343,-1.001741935454858,-0.0038383965640763143,2.156520294512124,0.00013943076163247525,4.313040589024248,True,34.489148450201895,68.97829690040379,0.06252750187862352,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,153,0.700675788738485,1.2690081235993345,1.4271935980554231,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.299324211261515,0.26900812359933446,0.016420359819853347,0.045669178072068606,-0.9564783304678606,-0.9999821153121885,0.04350378484432792,-0.9539655614892384,-1.001741935454858,0.0477763739656197,12.270745038207087,0.0017598201426695104,24.541490076414174,True,34.489148450201895,68.97829690040379,0.3557856772232153,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,154,0.7174901947072152,1.1162277138629513,1.3937472698258517,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.2825098052927848,0.11622771386295128,0.03323476578858353,-0.10711123166431458,-0.9946803413022939,-1.0013925148793457,0.006712173577051794,-0.9943242294407112,-1.001741935454858,0.007417706014146871,3.7267068495901463,0.0003494205755123492,7.453413699180293,True,34.489148450201895,68.97829690040379,0.10805447559747829,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,155,0.6525601261989097,1.3407283810080242,1.5324258407035825,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.3474398738010903,0.34072838100802416,-0.031695302719721985,0.11738943548075831,-1.0133366397437475,-1.0011060100946594,-0.012230629649088139,-1.0128482504149723,-1.001741935454858,-0.011106314960114314,6.4698580399016645,0.0006359253601986303,12.939716079803329,True,34.489148450201895,68.97829690040379,0.18759112157388716,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,156,0.6842554289186317,1.3163822043342375,1.4614425516219254,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.31574457108136833,0.31638220433423747,0.0,0.09304325880697162,-0.9714391099503212,-1.0006901022709513,0.029250992320630186,-0.9702662059436072,-1.001741935454858,0.03147572951125081,7.403966292838261,0.0010518331839066697,14.807932585676522,True,34.489148450201895,68.97829690040379,0.22382326019836724,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,157,0.6842554289186317,1.2459643091957104,1.4614425516219254,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.31574457108136833,0.24596430919571044,0.0,0.022625363668444587,-0.9920297425301632,-1.0017250990953754,0.009695356565212195,-0.991867265569339,-1.001741935454858,0.00987466988551904,1.1948400342179104,1.6836359482574892e-05,2.389680068435821,True,34.489148450201895,68.97829690040379,0.07891251229334309,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,158,0.700675788738485,1.1793133139282195,1.4271935980554231,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.299324211261515,0.17931331392821948,0.016420359819853347,-0.04402563159904638,-0.9930496349930836,-1.0016634927143087,0.008613857721225093,-0.9927264393003576,-1.001741935454858,0.009015496154500428,2.7757844033952903,7.844274054935596e-05,5.551568806790581,True,34.489148450201895,68.97829690040379,0.08313270219371291,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,159,0.6842554289186317,1.3655248344454134,1.4614425516219254,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.31574457108136833,0.3655248344454134,0.0,0.14218588891814754,-0.9532224492115812,-0.9992091781478657,0.04598672893628455,-0.9504102741462739,-1.001741935454858,0.05133166130858413,9.654712181348495,0.002532757306992317,19.30942436269699,True,34.489148450201895,68.97829690040379,0.3610467166327454,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,160,0.6842554289186317,1.0959582263852172,1.4614425516219254,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.31574457108136833,0.09595822638521723,0.0,-0.12738071914204863,-1.0572957281948345,-0.9981791667334392,-0.05911656146139532,-1.0547029583063776,-1.001741935454858,-0.05296102285151967,12.327845709017424,0.0035627687214188075,24.65569141803485,True,34.489148450201895,68.97829690040379,0.37336109166275006,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,161,0.7523391963649503,0.9792224481569407,1.3291876919767884,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.24766080363504972,-0.020777551843059294,0.06808376744631861,-0.24411649737032515,-1.008719645994296,-1.0001219766281229,-0.008597669366173113,-1.006717048300029,-1.001741935454858,-0.004975112845170972,2.8522078082971194,0.0016199588267351572,5.704415616594239,True,34.489148450201895,68.97829690040379,0.22151697457248734,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,162,0.6842554289186317,1.2924781278852444,1.4614425516219254,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.31574457108136833,0.2924781278852444,0.0,0.06913918235797856,-0.9795327986369963,-1.0011961940029377,0.021663395365941415,-0.9788541946626756,-1.001741935454858,0.022887740792182427,4.743641432326058,0.000545741451920323,9.487282864652116,True,34.489148450201895,68.97829690040379,0.16136049295254334,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,163,0.700675788738485,1.201124433981431,1.4271935980554231,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.299324211261515,0.2011244339814311,0.016420359819853347,-0.02221451154583476,-0.9856901618542414,-1.001484917897756,0.015794756043514657,-0.9851047943895193,-1.001741935454858,0.0166371410653388,5.678955112487379,0.0002570175571019462,11.357910224974757,True,34.489148450201895,68.97829690040379,0.16465918608245997,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,164,0.700675788738485,1.0760568108676287,1.4271935980554231,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.299324211261515,0.07605681086762872,0.016420359819853347,-0.14728213465963713,-1.0422305367373979,-1.0000015984881294,-0.042228938249268266,-1.0408121203782008,-1.001741935454858,-0.03907018492334283,8.24861600438721,0.001740336966728595,16.49723200877442,True,34.489148450201895,68.97829690040379,0.2876455204583649,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,165,0.6842554289186317,1.1793133139282195,1.4614425516219254,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.31574457108136833,0.17931331392821948,0.0,-0.04402563159904638,-1.026304060327493,-1.0012650164631838,-0.025039043864309336,-1.0258798719647477,-1.001741935454858,-0.024137936509889813,5.997777850461737,0.00047691899167423557,11.995555700923473,True,34.489148450201895,68.97829690040379,0.17462133398792876,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,166,0.7347081029128222,1.0184947628383505,1.3610847573824245,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.2652918970871778,0.018494762838350498,0.05045267399419051,-0.20484418268891535,-1.012024314567216,-1.0007026966153507,-0.011321617951865398,-1.0112102235619287,-1.001741935454858,-0.009468288107070691,2.640574508996484,0.001039238839507295,5.281149017992968,True,34.489148450201895,68.97829690040379,0.123164448243628,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,167,0.6525601261989097,1.2924781278852444,1.5324258407035825,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.3474398738010903,0.2924781278852444,-0.031695302719721985,0.06913918235797856,-1.0348722817441465,-1.000264248356278,-0.034608033387868456,-1.0337789157133896,-1.001741935454858,-0.032036980258531605,8.588066023223584,0.0014776870985799828,17.17613204644717,True,34.489148450201895,68.97829690040379,0.252469148587652,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,168,0.700675788738485,1.1368720807044408,1.4271935980554231,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.299324211261515,0.1368720807044408,0.016420359819853347,-0.08646686482282506,-1.0176886850552203,-1.0015190799036406,-0.01616960515157965,-1.0173386323342286,-1.001741935454858,-0.015596696879370453,1.1748253645677056,0.00022285555121737133,2.349650729135411,True,34.489148450201895,68.97829690040379,0.12684226591757192,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,169,0.6372673584902279,1.4965581756437627,1.5692000958108612,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.36273264150977214,0.4965581756437627,-0.046988070428403805,0.27321923011649685,-0.985822824838642,-1.0005831423681122,0.014760317529470105,-0.9845679483581028,-1.001741935454858,0.017173987096755244,0.6277292537022764,0.001158793086745824,1.2554585074045528,True,34.489148450201895,68.97829690040379,0.2834913406736207,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,170,0.6842554289186317,1.1578982602146115,1.4614425516219254,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.31574457108136833,0.1578982602146115,0.0,-0.06544068531265435,-1.031343492510374,-1.0007649463101882,-0.030578546200185856,-1.0306847281081457,-1.001741935454858,-0.02894279265328774,6.741005421265162,0.0009769891446698153,13.482010842530324,True,34.489148450201895,68.97829690040379,0.2041188239905679,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,171,0.6525601261989097,1.4165020366787986,1.5324258407035825,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.3474398738010903,0.4165020366787986,-0.031695302719721985,0.19316309115153274,-0.9867909566670451,-1.00108306236016,0.01429210569311501,-0.9860675208275443,-1.001741935454858,0.015674414627313657,1.4701037497647058,0.0006588730946979204,2.9402074995294116,True,34.489148450201895,68.97829690040379,0.17297943453854295,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,172,0.7174901947072152,1.1368720807044408,1.3937472698258517,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.2825098052927848,0.1368720807044408,0.03323476578858353,-0.08646686482282506,-0.9865467816030148,-1.001224145513849,0.014677363910834356,-0.9858639162168463,-1.001741935454858,0.015878019238011742,5.753557126463745,0.0005177899410089282,11.50711425292749,True,34.489148450201895,68.97829690040379,0.16682224366226894,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,173,0.6223329772884784,1.5524270597895442,1.6068568378893033,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.37766702271152164,0.5524270597895442,-0.06192245163015331,0.32908811426227835,-0.9994350751504727,-1.0000586769843118,0.0006236018338390811,-0.9981249021233961,-1.001741935454858,0.0036170333314619963,3.189484559657347,0.0016832584705461784,6.378969119314694,True,34.489148450201895,68.97829690040379,0.14910182216273374,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,174,0.700675788738485,1.201124433981431,1.4271935980554231,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.299324211261515,0.2011244339814311,0.016420359819853347,-0.02221451154583476,-0.983565662567693,-1.001484917897756,0.017919255330063097,-0.982958696376838,-1.001741935454858,0.018783239078020087,5.757040848812726,0.0002570175571019462,11.514081697625452,True,34.489148450201895,68.97829690040379,0.16692325289286827,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,175,0.7174901947072152,1.0760568108676287,1.3937472698258517,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.2825098052927848,0.07605681086762872,0.03323476578858353,-0.14728213465963713,-1.0184894431717009,-1.0012271214335364,-0.017262321738164527,-1.0179200542257567,-1.001741935454858,-0.016178118770898576,0.9507557025966663,0.0005148140213215857,1.9015114051933326,True,34.489148450201895,68.97829690040379,0.16251448806481597,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,176,0.700675788738485,1.1793133139282195,1.4271935980554231,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.299324211261515,0.17931331392821948,0.016420359819853347,-0.04402563159904638,-0.9953546206131085,-1.0016634927143087,0.006308872101200113,-0.9950799184930809,-1.001741935454858,0.006662016961777172,2.0971116803011522,7.844274054935596e-05,4.1942233606023045,True,34.489148450201895,68.97829690040379,0.07087768972001761,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,177,0.6842554289186317,1.2459643091957104,1.4614425516219254,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.31574457108136833,0.24596430919571044,0.0,0.022625363668444587,-0.9966183088286394,-1.0017250990953754,0.0051067902667359,-0.9965406963132737,-1.001741935454858,0.005201239141584378,0.21227961035218562,1.6836359482574892e-05,0.42455922070437124,True,34.489148450201895,68.97829690040379,0.03739480540812071,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,178,0.7523391963649503,0.9588766029744723,1.3291876919767884,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.24766080363504972,-0.0411233970255277,0.06808376744631861,-0.26446234255279355,-1.0194153807935626,-0.9998406989428494,-0.01957468185071323,-1.0180742321603748,-1.001741935454858,-0.016332296705516773,1.738671793414771,0.001901236512008575,3.477343586829542,True,34.489148450201895,68.97829690040379,0.28791528101542563,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,179,0.6842554289186317,1.2233389455272659,1.4614425516219254,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.31574457108136833,0.22333894552726585,0.0,0.0,-1.007884174382005,-1.001741935454858,-0.006142238927146963,-1.007884174382005,-1.001741935454858,-0.006142238927146963,0.9885870970314516,0.0,1.9771741940629033,True,34.489148450201895,68.97829690040379,0.043385413356793114,True,True,True,True,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu1.5,joint,4,16,1.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,9280383676583921440,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,naive,64,1024,0.03125,180,0.7523391963649503,0.9792224481569407,1.3291876919767884,0.6842554289186317,1.2233389455272659,0.6873558530514295,1.2195181852448287,-0.24766080363504972,-0.020777551843059294,0.06808376744631861,-0.24411649737032515,-1.009651284207562,-1.0001219766281229,-0.009529307579439263,-1.0083144510119268,-1.001741935454858,-0.006572515557068869,1.2075133159297837,0.0016199588267351572,2.4150266318595675,True,34.489148450201895,68.97829690040379,0.24341315958047122,True,True,True,False,0.15,0.35,1028.3798285766386,389.7818635631125,6.960875138663809
