benchmark,benchmark_version,config_hash,config_id,fit_mode,grid_side,dimension_p,smoothness,decay_true,variance_true,range_true,bandwidth,input_spacing,candidate_count,decay_candidate_count,variance_candidate_count,delta,seed,git_commit,git_dirty,model,sample_size,sample_size_times_dimension,inverse_sqrt_sample_size_times_dimension,trial,decay_estimate,variance_estimate,range_estimate,population_grid_decay_target,population_grid_variance_target,population_continuous_decay_target,population_continuous_variance_target,decay_error_to_truth,variance_error_to_truth,decay_error_to_grid_target,variance_error_to_grid_target,sample_objective_at_estimate,population_objective_at_estimate,criterion_deviation_at_estimate,sample_objective_at_population_target,population_objective_at_population_target,criterion_deviation_at_population_target,max_abs_criterion_deviation,population_excess_at_estimate,erm_deterministic_excess_limit,erm_inequality_holds,uniform_likelihood_bound,uniform_excess_bound,max_candidatewise_deviation_to_bound_ratio,simultaneous_candidatewise_bound_holds,uniform_bound_holds,population_excess_within_uniform_bound,finite_grid_oracle_selected,worst_bound_decay,worst_bound_variance,worst_bound_frobenius_norm,worst_bound_operator_norm,worst_bound_stable_rank
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu0.5,joint,4,16,0.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,17452898011904453821,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,corrected,1,16,0.25,10,1.6,0.4598438185099499,0.625,1.0,1.0,1.0000000106910152,0.9999999938290577,0.6000000000000001,-0.5401561814900502,0.6000000000000001,-0.5401561814900502,-0.6507491939198371,-0.24439949092902657,-0.4063497029908105,-0.5628640966981988,-0.3677195720696592,-0.19514452462853954,2.4140691533149483,0.12332008114063264,4.828138306629897,True,29.603490847534843,59.206981695069686,0.11143223157317668,True,True,True,False,0.15,0.35,61.655495354767304,18.533816951419997,11.066590599398296
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu0.5,joint,4,16,0.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,17452898011904453821,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,corrected,1,16,0.25,11,0.5271458598118894,1.9342687091274073,1.8970081646033363,1.0,1.0,1.0000000106910152,0.9999999938290577,-0.47285414018811056,0.9342687091274073,-0.47285414018811056,0.9342687091274073,-0.2543596036365242,-0.3432437984534455,0.08888419481692127,-0.21728626478191004,-0.3677195720696592,0.15043330728774917,1.085322569768085,0.024475773616213725,2.17064513953617,True,29.603490847534843,59.206981695069686,0.08590104777941454,True,True,True,False,0.15,0.35,61.655495354767304,18.533816951419997,11.066590599398296
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu0.5,joint,4,16,0.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,17452898011904453821,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,corrected,1,16,0.25,12,1.6,0.7611279871807756,0.625,1.0,1.0,1.0000000106910152,0.9999999938290577,0.6000000000000001,-0.23887201281922443,0.6000000000000001,-0.23887201281922443,-0.39647600539863953,-0.3493446765147158,-0.04713132888392375,-0.38273137752811315,-0.3677195720696592,-0.01501180545845393,0.12891711642958928,0.018374895554943427,0.25783423285917856,True,29.603490847534843,59.206981695069686,0.01668972478955108,True,True,True,False,0.15,0.35,61.655495354767304,18.533816951419997,11.066590599398296
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu0.5,joint,4,16,0.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,17452898011904453821,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,corrected,1,16,0.25,13,1.1650350582750808,0.7453136109679235,0.8583432686399779,1.0,1.0,1.0000000106910152,0.9999999938290577,0.1650350582750808,-0.2546863890320765,0.1650350582750808,-0.2546863890320765,-0.4708762353779071,-0.3539951362989794,-0.11688109907892769,-0.46005907667570983,-0.3677195720696592,-0.09233950460605062,1.3602047838954385,0.013724435770679833,2.720409567790877,True,29.603490847534843,59.206981695069686,0.05272808489093017,True,True,True,False,0.15,0.35,61.655495354767304,18.533816951419997,11.066590599398296
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu0.5,joint,4,16,0.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,17452898011904453821,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,corrected,1,16,0.25,14,1.6,1.201124433981431,0.625,1.0,1.0,1.0000000106910152,0.9999999938290577,0.6000000000000001,0.2011244339814311,0.6000000000000001,0.2011244339814311,-0.1636361455258697,-0.3207855388799074,0.15714939335403774,-0.10525937262068996,-0.3677195720696592,0.26246019944896926,3.715286739387796,0.04693403318975181,7.430573478775592,True,29.603490847534843,59.206981695069686,0.14987110593756536,True,True,True,False,0.15,0.35,61.655495354767304,18.533816951419997,11.066590599398296
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu0.5,joint,4,16,0.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,17452898011904453821,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,corrected,1,16,0.25,15,1.6,1.0760568108676287,0.625,1.0,1.0,1.0000000106910152,0.9999999938290577,0.6000000000000001,0.07605681086762872,0.6000000000000001,0.07605681086762872,-0.21997663193431005,-0.3356427900313972,0.11566615809708714,-0.15337558444916166,-0.3677195720696592,0.21434398762049756,4.243498896125815,0.03207678203826203,8.48699779225163,True,29.603490847534843,59.206981695069686,0.1433445439924928,True,True,True,False,0.15,0.35,61.655495354767304,18.533816951419997,11.066590599398296
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu0.5,joint,4,16,0.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,17452898011904453821,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,corrected,1,16,0.25,16,0.29837207712040203,1.5242366641760887,3.3515200539240477,1.0,1.0,1.0000000106910152,0.9999999938290577,-0.701627922879598,0.5242366641760887,-0.701627922879598,0.5242366641760887,-0.6082873920090288,-0.23485848514103103,-0.3734289068679978,-0.5268263756341305,-0.3677195720696592,-0.15910680356447127,3.320276344282407,0.1328610869286282,6.640552688564814,True,29.603490847534843,59.206981695069686,0.11215827083983562,True,True,True,False,0.15,0.35,61.655495354767304,18.533816951419997,11.066590599398296
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu0.5,joint,4,16,0.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,17452898011904453821,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,corrected,1,16,0.25,17,1.2210993290943843,0.8106130830989491,0.8189341982045307,1.0,1.0,1.0000000106910152,0.9999999938290577,0.22109932909438434,-0.18938691690105092,0.22109932909438434,-0.18938691690105092,-0.41970559785379863,-0.36210705518984887,-0.05759854266394978,-0.4147616087325287,-0.3677195720696592,-0.04704203666286949,0.3877302544286986,0.0056125168798103475,0.7754605088573971,True,29.603490847534843,59.206981695069686,0.02686213785946064,True,True,True,False,0.15,0.35,61.655495354767304,18.533816951419997,11.066590599398296
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu0.5,joint,4,16,0.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,17452898011904453821,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,corrected,1,16,0.25,18,1.5536832501198965,0.8816336651061958,0.6436318341739417,1.0,1.0,1.0000000106910152,0.9999999938290577,0.5536832501198965,-0.11836633489380421,0.5536832501198965,-0.11836633489380421,-0.3282995979779447,-0.35268900350561017,0.024389405527665463,-0.31309011218543437,-0.3677195720696592,0.05462945988422485,1.405712966715887,0.015030568564049052,2.811425933431774,True,29.603490847534843,59.206981695069686,0.04748470286682237,True,True,True,False,0.15,0.35,61.655495354767304,18.533816951419997,11.066590599398296
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu0.5,joint,4,16,0.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,17452898011904453821,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,corrected,1,16,0.25,19,1.1718998377950074,0.8633154759228654,0.8533152473862902,1.0,1.0,1.0000000106910152,0.9999999938290577,0.1718998377950074,-0.1366845240771346,0.1718998377950074,-0.1366845240771346,-0.39606891976812886,-0.365093744282585,-0.030975175485543825,-0.3944156458971502,-0.3677195720696592,-0.026696073827491007,0.3190840662280703,0.0026258277870742086,0.6381681324561406,True,29.603490847534843,59.206981695069686,0.01524410221861044,True,True,True,False,0.15,0.35,61.655495354767304,18.533816951419997,11.066590599398296
SupportShift,1.1,f9eed014185c116e636cc594e42a84cd34479191b134ee7dc3f9a16b1ed9159b,q4_nu0.5,joint,4,16,0.5,1.0,1.0,1.0,0.5,0.25,16261,161,101,0.05,17452898011904453821,d5207fb43cf63f5dfd68a443853a209e303f9aa2,False,corrected,1,16,0.25,20,0.35224934358841237,1.7975525916403978,2.838898122031578,1.0,1.0,1.0000000106910152,0.9999999938290577,-0.6477506564115876,0.7975525916403978,-0.6477506564115876,0.7975525916403978,-0.45451340148401337,-0.3199792548008953,-0.13453414668311803,-0.408858831177303,-0.3677195720696592,-0.041139259107643766,1.8216461935457546,0.04774031726876393,3.6432923870915093,True,29.603490847534843,59.206981695069686,0.06153484408064153,True,True,True,False,0.15,0.35,61.655495354767304,18.533816951419997,11.066590599398296
