sigma_11,sigma_12,sigma_22,sigma_13,sigma_23,sigma_33,alpha_11,alpha_12,alpha_22,alpha_13,alpha_23,alpha_33,nu_11,nu_12,nu_22,nu_13,nu_23,nu_33,tau_11,tau_12,tau_22,tau_13,tau_23,tau_33
1.05555939119763,-0.0359295428640567,0.855735036147396,-0.100697999066498,0.0721786982917374,0.953430585854952,0.108404048233777,0.0297559420693537,0.0214485681846208,0.0524587555678305,0.0266529861014357,0.0394773401743644,0.225893470192788,1.35724880039008,0.742050029821222,1.2091808230836,0.880162377078269,0.944168162843029,0.0,0.0,0.0,0.0,0.0,0.0
0.969992112602663,0.0388139615286423,1.15870130227591,0.0874642569616522,0.034416429235807,0.983609101872901,0.0022421521385897,0.0031708567349085,0.563390684537879,0.0031708818395479,0.794721822122571,33.7547775039333,1.03069971821326,0.539307778522162,0.0476113007506284,0.516463740196092,0.0247776887502112,0.0018867083341324,0.0,0.0,0.0,0.0,0.0,0.0
1.05183553854007,-0.141381453219807,0.934452165824445,0.113725418267823,0.0501911815664969,1.10118175540461,0.0279009580198253,0.0393874137055874,0.466505755214754,0.0180071818666926,0.0202279806328845,0.0143100821481883,2.12279053165002,1.4171597044961,0.101852361808551,1.55101246015367,0.242024592157882,0.381976966186281,0.0,0.0,0.0,0.0,0.0,0.0
0.907243291667039,-0.0230795323178516,0.921345611699361,-0.0623399690225043,0.0321478099896849,1.12230685761897,2.1025642844187,2.61437931682174,4.30896060360352,0.0025564272226344,0.0025564279411591,0.0018076677271364,0.0060333971770744,0.0046352513405904,0.0031875960172609,0.519178507418148,0.517684073614872,1.0306046445766,0.0,0.0,0.0,0.0,0.0,0.0
1.15140391061692,0.0392864944729489,0.788972533508197,0.0242789354360461,-0.002388693627661,1.01961501043819,0.0153243484243728,0.0039114448554437,0.0028119883055208,0.0216717961220699,0.0039767513485614,5.64653361990632,1.83977099804806,1.44104365229207,1.03040059494373,0.929280344916237,0.524195125059404,0.0057736832562086,0.0,0.0,0.0,0.0,0.0,0.0
0.882856227094836,-0.0415076596261611,1.01976531058689,-0.0258185072349389,0.0690559823226906,0.970963866359789,2.30122515761352,0.0020103293248135,0.0014238484986849,0.0256443862500353,0.002009732197615,503844.292823681,0.0146409356983609,0.511781437518576,1.00849487902425,0.0077607866862459,0.504884327729323,0.0008714738932425,0.0,0.0,0.0,0.0,0.0,0.0
0.957568327443053,-0.0514199204561368,0.882651598595577,0.0366103081107371,0.0257588195939394,1.07310232581899,6.05816437783301,0.0132757481145929,0.0093873869256982,0.224059719353807,0.0132525434182583,0.158508281041363,0.0055265489950553,0.545387263160711,1.08288653294297,0.040567166947552,0.580128461505218,0.0752808345688799,0.0,0.0,0.0,0.0,0.0,0.0
0.931655109047245,-0.0540804413491083,1.12803855715278,-0.11485899541978,-0.115167733434347,0.877756388290794,0.0733608148055858,0.0918562561722475,0.139735110167367,0.10374509116437,0.197596331723066,464353.747008862,0.282500574901701,0.251332615948233,0.220089628467109,0.14218803591406,0.111008649088369,0.0018569066317855,0.0,0.0,0.0,0.0,0.0,0.0
1.00710806967103,0.0119219155829144,1.04764483722032,-0.000161045675993,-0.0377224151507003,1.13643402442635,0.479691702748863,0.0252807629752751,0.017888653339978,0.520888152944651,0.0252861389052245,0.575874986623616,0.0477432505990228,1.00187810149476,1.94791290697436,0.0415942798883203,0.991509995719937,0.0268059828652421,0.0,0.0,0.0,0.0,0.0,0.0
1.07193682956957,0.0551400640245892,1.07502852324941,-0.0933501923394273,-0.0639352730531856,0.822444695593619,0.299275073594603,0.167772844376732,0.129231180425623,0.0112211496436067,0.0112039824988393,0.0079373437917476,0.0388907903567626,0.571420458724508,0.0817882373488819,0.382671515359568,0.90154394137014,0.724358310873061,0.0,0.0,0.0,0.0,0.0,0.0
1.00381301989366,-0.106276235766059,0.953607869762517,0.0555911203742158,-0.0904623542190783,0.838293867122741,0.0018597892080516,0.0026301390756506,245.644230515467,0.0026163084416186,0.0255454310005314,0.0180633769854077,1.02827366013615,0.515381325368499,0.0023510320008881,1.29823157658276,0.785265329220594,1.56804433197614,0.0,0.0,0.0,0.0,0.0,0.0
