sigma_11,sigma_12,sigma_22,sigma_13,sigma_23,sigma_33,alpha_11,alpha_12,alpha_22,alpha_13,alpha_23,alpha_33,nu_11,nu_12,nu_22,nu_13,nu_23,nu_33,tau_11,tau_12,tau_22,tau_13,tau_23,tau_33
0.0954298372212033,0.0003488876061937,0.255729643642694,-0.0677152130234727,-0.0052717356495964,0.162843771397065,0.189839835640845,0.0202190574453244,0.0143377563942651,0.183733623880995,0.0202113163755192,0.178184507908417,1.84380966997237,2.14527733146587,0.963844247029129,2.35028151956256,1.01811955447104,1.02920618797382,0.808346537305095,0.0,0.692698310344869,0.0,0.0,0.72674641004227
0.0268641530127223,2.90713544742581e-07,0.463670169381781,2.29595799176902e-08,0.0743811360706264,0.460397938974995,979.66309568002,0.0486114788441032,0.0343737094115645,0.0065814047732189,0.0065219040507908,0.0046537564488388,1.03113875560302,1.15488889771865,1.27095056370973,1.05359849138223,1.17343317726237,1.06833531050897,0.977031642749119,0.0,0.518401167636452,0.0,0.0,0.650244216589182
0.0043097503915919,-2.46577575928307e-08,1.01137514645576e-05,0.0231086722144703,-9.37624711382993e-08,0.175377279230575,0.242224541532127,0.342458197214721,225.122753708698,0.162690910231774,0.184871012156146,0.130734532456206,1.19885122939917,1.12110648490292,1.03050258002055,1.57645187701561,1.49157608026829,1.93925193803309,1.03932556309064,0.0,1.15780666914189,0.0,0.0,0.971925838467244
0.0407351400713528,0.0177073744357631,0.0527414359427886,0.0269811349262955,0.0234795561503157,0.022027286125735,0.634835644111103,0.320592918585068,0.242705563776433,0.592217005808178,0.314667707946059,0.557177119537684,1.77993843441566,1.46530254858429,1.14862165174311,1.4689191448641,1.15415483507478,1.15780828391326,0.875701942030161,0.0,0.79378008622221,0.0,0.0,0.875594727058248
7.38456402618131e-05,3.06187976829705e-10,0.279398852518336,2.47492892364389e-10,0.0551974129722504,0.0815171958168932,330.495509785533,0.178658864389433,0.12634051160294,0.236900497301879,0.142649313076653,0.167536403992631,1.03037048155785,1.60387833538731,0.703467990031818,2.21026762092569,2.14880037602067,1.94771956450706,1.11005007026844,0.0,0.723154758440352,0.0,0.0,0.913395909945174
0.169622564491363,-0.0878773405920023,0.138817698965065,0.0317131354850131,0.0360618178836148,0.0394686282776259,0.117744110509439,0.111027182972064,0.105347181433359,0.129241078601031,0.120511560623065,0.144945666159143,1.61629963305327,1.60078861604045,1.58288948129316,1.22697710516453,1.21048506150554,0.835981056922949,0.795126578134929,0.0,0.917890693115093,0.0,0.0,0.860949463562406
0.14568555799548,0.0169837549667129,0.0413818842272665,-0.02828360927555,-0.0420563010106332,0.192092229414172,0.10956446074577,0.142198644937148,0.253141912230771,0.139221877675148,0.23740264388649,0.224281038990485,1.70035082163507,2.23540221289119,1.79973612527168,3.81089842034843,3.78947836131801,1.87809546333887,0.955933140807777,0.0,0.931983128607599,0.0,0.0,0.794374095418151
0.0988938467827379,-0.0002382036800173,0.002562093305308,0.139289758354874,-2.06565276268312e-05,0.482118164797715,0.324143567281219,0.458055422899904,15.0390609520356,0.021092785112408,0.0211151390260286,0.0149306822959701,0.188048742554418,0.626004172269177,1.06337653854046,0.199869499955969,0.637773975079539,0.211644865209211,0.837688479990728,0.0,0.904361957176211,0.0,0.0,0.461107844674925
4.73186436548304e-05,1.6997850408587e-09,3.3684971886468e-06,-0.000229601360041,-2.61520454511334e-07,0.0178486020956583,0.114893038963143,0.162472536387143,171.857477692503,0.159395674842968,0.821532199134084,0.581896776824516,1.03503968753927,1.03716326951927,1.02954091570214,1.11510953321555,1.11237849445002,1.18548365568688,0.987663718324999,0.0,0.960730803785363,0.0,0.0,0.962091856015098
0.14866738748486,-2.5500579071719397e-16,0.0410712567659447,-0.0082704221976409,-3.43893515963126e-16,0.102533881707538,0.121690120648078,0.17208273314834,167314025.446381,0.135083985673378,0.2180259261478,0.154186507689746,1.65236824919807,1.34430833048071,1.03060221020738,1.66888873536225,1.35884187673962,1.68194082491199,0.753167908592664,0.0,0.805818478049441,0.0,0.0,1.00168878743895
