bandwidth,smoothness_true,decay_true,variance_true,model,assumed_bandwidth,population_smoothness_target,population_decay_target,population_variance_target,population_objective,population_index,sample_size,trial,smoothness_estimate,decay_estimate,variance_estimate,sample_objective,smoothness_error_to_target,decay_error_to_target
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,53,0.9,0.8230949306239412,0.9968634562991306,-0.5429328133349638,-0.09999999999999998,-0.17690506937605877
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,54,1.0,0.8456199909477188,1.302238277883811,-0.48099318830465765,0.0,-0.15438000905228122
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,55,0.9,0.8456199909477188,1.0841984934047937,-0.4834576097612193,-0.09999999999999998,-0.15438000905228122
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,56,0.9,0.9420555214166172,0.8860857383171494,-0.5159371136678021,-0.09999999999999998,-0.05794447858338281
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,57,0.75,0.7798288498981364,0.9632639716965784,-0.4583345324284299,-0.25,-0.2201711501018636
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,58,0.9,0.8230949306239412,1.1062996246330892,-0.49085168947332436,-0.09999999999999998,-0.17690506937605877
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,59,1.25,1.2011695928643287,1.1047773471690214,-0.4937482965957266,0.25,0.20116959286432867
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,60,1.75,2.1175610196387638,0.7559864995630993,-0.4797050423837985,0.75,1.1175610196387638
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,61,1.0,0.9943221825476148,1.0202146796614153,-0.4892497112108769,0.0,-0.005677817452385159
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,62,0.9,0.7798288498981364,1.3480942615336846,-0.42741232384841865,-0.09999999999999998,-0.2201711501018636
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,63,1.1,1.3025076212264866,0.7430719170064864,-0.533788576033676,0.10000000000000009,0.30250762122648656
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,64,0.75,0.7,1.1687397966334,-0.4212906033552223,-0.25,-0.30000000000000004
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,65,1.1,1.2011695928643287,0.8695756618811116,-0.5108388207427472,0.10000000000000009,0.20116959286432867
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,66,1.0,0.8456199909477188,1.416809067108099,-0.438831852801817,0.0,-0.15438000905228122
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,67,1.0,0.8687614787620717,0.9677947383472759,-0.6100217995844011,0.0,-0.13123852123792834
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,68,1.5,1.6165263530222729,0.8546446818383976,-0.5295383726390428,0.5,0.6165263530222729
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,69,1.5,1.4510471717780122,1.134155205364671,-0.48171691503292025,0.5,0.45104717177801223
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,70,0.9,0.8011698778071068,1.1821006493065098,-0.4753436019365347,-0.09999999999999998,-0.1988301221928932
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,71,0.75,0.8230949306239412,0.8093275716736744,-0.5163092336175619,-0.25,-0.17690506937605877
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,72,1.25,1.4123951467232176,0.726662750261893,-0.5777662289719339,0.25,0.41239514672321764
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,73,0.9,1.2678122934736207,0.6428910409324243,-0.502808563516663,-0.09999999999999998,0.2678122934736207
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,74,0.9,1.1077158914918732,0.7180563026032241,-0.523514038574209,-0.09999999999999998,0.10771589149187322
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,75,1.25,1.2011695928643287,1.063634406978652,-0.5127243413362998,0.25,0.20116959286432867
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,76,0.75,0.7,0.9524780242582281,-0.523597761016098,-0.25,-0.30000000000000004
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,77,1.25,1.4510471717780122,0.8511724161527635,-0.47875310122351666,0.25,0.45104717177801223
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,78,1.0,1.1077158914918732,0.7337881295655074,-0.5818021533776281,0.0,0.10771589149187322
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,79,1.0,0.9678360925983294,1.2016706535899853,-0.4259294705857951,0.0,-0.03216390740167063
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,80,1.0,1.0,1.0120134086535921,-0.4894008463096411,0.0,0.0
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,81,0.9,0.9678360925983294,0.871261584402113,-0.5076725628660679,-0.09999999999999998,-0.03216390740167063
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,82,0.75,0.8687614787620717,0.7627195681194049,-0.5174031226652094,-0.25,-0.13123852123792834
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,83,1.1,1.1691736398026784,0.8737213833072968,-0.5274870199719717,0.10000000000000009,0.1691736398026784
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,84,0.9,0.9420555214166172,0.8794973131849542,-0.5196687170650685,-0.09999999999999998,-0.05794447858338281
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,85,1.25,1.3381524316228601,0.9270592302797593,-0.49672217163118615,0.25,0.33815243162286013
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,86,0.75,0.7,1.091120312991711,-0.45565114982490196,-0.25,-0.30000000000000004
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,87,0.75,0.7,0.9742481322717861,-0.5122982649991898,-0.25,-0.30000000000000004
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,88,1.0,1.078209295686945,0.9563619089327152,-0.4671047558523991,0.0,0.0782092956869449
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,89,0.9,0.7798288498981364,1.0644601318772609,-0.5455244162431248,-0.09999999999999998,-0.2201711501018636
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,90,1.75,2.006251178442126,0.8115770709423501,-0.4900353034996968,0.75,1.0062511784421262
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,91,2.25,2.628079203986133,0.6010464293905801,-0.5827900862257858,1.25,1.628079203986133
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,92,1.1,1.234041156679995,0.7594447517521764,-0.5597544849543958,0.10000000000000009,0.23404115667999492
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,93,1.25,1.234041156679995,1.0512191461244809,-0.49702580014093023,0.25,0.23404115667999492
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,94,0.9,0.8011698778071068,1.4023778516658765,-0.3899055047969098,-0.09999999999999998,-0.1988301221928932
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,95,0.9,0.9420555214166172,1.0006839600110577,-0.45512446908463267,-0.09999999999999998,-0.05794447858338281
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,96,1.0,0.8456199909477188,1.1475368941121498,-0.5442265493057441,0.0,-0.15438000905228122
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,97,1.0,0.8011698778071068,1.4989190465864104,-0.4498918668514781,0.0,-0.1988301221928932
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,98,1.1,1.234041156679995,0.7988967363233945,-0.5344324250559438,0.10000000000000009,0.23404115667999492
0.35,1.0,1.0,1.0,support_aware,0.35,1.0,1.0,0.9999999999999984,-0.49537175652724064,274,16,99,1.25,1.2011695928643287,1.1682295624258694,-0.4658255019083687,0.25,0.20116959286432867
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,0,2.0,2.0611548440312246,0.7186686783752644,-0.4984827862279474,0.5,0.6863821355444726
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,1,2.0,2.006251178442126,0.688319321864575,-0.547841069394774,0.5,0.6314784699553742
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,2,1.25,0.9678360925983294,1.2476606563374553,-0.4643032714344265,-0.25,-0.40693661588842267
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,3,1.5,1.4907569596297852,0.7132633028211328,-0.544657318879614,0.0,0.11598425114303312
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,4,1.5,1.138029973560812,1.2068132771437836,-0.541263891192727,0.0,-0.2367427349259401
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,5,1.25,1.078209295686945,0.8782088434777517,-0.5456295830602362,-0.25,-0.29656341279980714
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,6,1.5,1.2678122934736207,1.0816867977743831,-0.4888634106929084,0.0,-0.10696041501313136
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,7,1.5,1.2011695928643287,1.063684310383624,-0.5503039697703147,0.0,-0.17360311562242337
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,8,1.75,1.800876981010554,0.8074005983878857,-0.4504394744990362,0.25,0.426104272523802
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,9,1.75,2.0611548440312246,0.5528854838306709,-0.514665312041021,0.25,0.6863821355444726
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,10,1.5,1.234041156679995,1.1640308976452232,-0.47857196287792336,0.0,-0.14073155180675712
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,11,1.75,1.6165263530222729,1.0436190797647207,-0.4293991419462422,0.25,0.24175364453552084
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,12,2.0,2.296211444975489,0.595717525673141,-0.48594950449813035,0.5,0.9214387364887369
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,13,1.25,0.9420555214166172,1.1724030253141462,-0.51945815407505,-0.25,-0.43271718707013485
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,14,1.75,1.3381524316228601,1.2532189021097861,-0.5393289400621071,0.25,-0.03662027686389191
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,15,1.5,1.138029973560812,1.4176320280438326,-0.4607615594051735,0.0,-0.2367427349259401
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,16,1.25,1.0215330987006,1.0513218969360707,-0.5023927297940878,-0.25,-0.3532396097861521
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,17,2.0,1.9007923519894863,0.9296305604185976,-0.4545161492511819,0.5,0.5260196435027342
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,18,1.75,1.7529064232337652,0.7261293941036213,-0.5297297661693949,0.25,0.3781337147470132
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,19,1.1,0.719156407894156,1.525964588327815,-0.4693270403658383,-0.3999999999999999,-0.655616300592596
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,20,1.75,1.7529064232337652,0.7949402727721465,-0.48446038841602257,0.25,0.3781337147470132
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,21,1.75,1.4510471717780122,1.0258371347168465,-0.5510900837220616,0.25,0.0762744632912602
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,22,1.25,0.8925362634047809,1.5281090143044318,-0.43561396696016585,-0.25,-0.48223644508197117
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,23,1.5,1.5315534573293854,0.810434030416504,-0.45644788541046166,0.0,0.15678074884263338
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,24,1.25,1.0494886768664426,0.9115205512046897,-0.5502736209335553,-0.25,-0.3252840316203094
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,25,2.25,2.0611548440312246,0.8193873226202054,-0.5490370284548196,0.75,0.6863821355444726
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,26,1.5,1.4123951467232176,0.8522348142653134,-0.5052821864879968,0.0,0.037622438236465605
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,27,1.75,1.9007923519894863,0.6359257609683157,-0.5185174616113823,0.25,0.5260196435027342
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,28,2.5,2.4236087190758298,0.7707610258396378,-0.5000529472144375,1.0,1.0488360105890777
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,29,1.75,1.4510471717780122,1.1240787511077142,-0.50536267560973,0.25,0.0762744632912602
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,30,1.25,1.1077158914918732,0.8938021786332963,-0.5137809821544814,-0.25,-0.2670568169948788
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,31,1.5,1.234041156679995,1.0290096954087202,-0.5402179700540564,0.0,-0.14073155180675712
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,32,1.25,1.0494886768664426,0.8246656035660099,-0.6003417035763061,-0.25,-0.3252840316203094
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,33,1.1,0.7,1.5004139042126157,-0.5005407792377281,-0.3999999999999999,-0.6747727084867521
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,34,1.25,0.9943221825476148,1.121418492635255,-0.4937832085960776,-0.25,-0.3804505259391372
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,35,1.5,1.1691736398026784,1.1400915621593477,-0.5425341524284897,0.0,-0.20559906868407363
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,36,1.25,0.9169616758649349,1.3766022612030735,-0.4634087105350462,-0.25,-0.4578110326218171
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,37,1.5,1.4510471717780122,0.7994077221208781,-0.5123095887899332,0.0,0.0762744632912602
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,38,1.5,1.4510471717780122,0.7724596846282278,-0.5294552322399633,0.0,0.0762744632912602
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,39,1.5,1.4123951467232176,0.9268261189865105,-0.4633302456842827,0.0,0.037622438236465605
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,40,1.75,1.573466404101252,1.012261675708316,-0.4724014585899545,0.25,0.1986936956145
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,41,1.75,1.7062136731238415,0.7674107827521753,-0.528715461010566,0.25,0.3314409646370895
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,42,1.75,1.4907569596297852,1.1524751001252937,-0.46409601412152224,0.25,0.11598425114303312
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,43,1.75,1.7062136731238415,0.8553359530733077,-0.47447941571123264,0.25,0.3314409646370895
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,44,1.5,1.4510471717780122,0.8261814571700683,-0.4958379262540158,0.0,0.0762744632912602
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,45,2.25,2.1175610196387638,0.7250523739349596,-0.5794631609605723,0.75,0.7427883111520117
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,46,1.75,1.8501603153183177,0.5786501724327993,-0.5911524707287672,0.25,0.47538760683156567
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,47,1.1,0.8011698778071068,1.2587135537642073,-0.475850378140954,-0.3999999999999999,-0.5736028306796452
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,48,1.5,1.234041156679995,1.0894167312099758,-0.5116951875220366,0.0,-0.14073155180675712
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,49,1.25,0.9943221825476148,1.3310645609751641,-0.40809088428947327,-0.25,-0.3804505259391372
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,50,1.75,1.7062136731238415,0.8166737517196274,-0.4976067301732193,0.25,0.3314409646370895
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,51,1.75,1.4123951467232176,1.2788785099830675,-0.46997787058735263,0.25,0.037622438236465605
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,52,1.75,1.374772708486752,1.2569904758383879,-0.5080593146846002,0.25,0.0
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,53,1.25,1.0215330987006,0.9669772869335084,-0.5442070266945795,-0.25,-0.3532396097861521
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,54,1.5,1.2011695928643287,1.2243928862100038,-0.4799507338087101,0.0,-0.17360311562242337
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,55,1.25,1.0494886768664426,1.0402284576728378,-0.4842328717289044,-0.25,-0.3252840316203094
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,56,1.25,1.138029973560812,0.854382197475052,-0.5135011142590411,-0.25,-0.2367427349259401
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,57,1.25,1.2011695928643287,0.8786610857837743,-0.45449498330979243,-0.25,-0.17360311562242337
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,58,1.25,1.0215330987006,1.0806912216501148,-0.4886164624755531,-0.25,-0.3532396097861521
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,59,1.75,1.5315534573293854,1.0282255922437875,-0.4926822010077647,0.25,0.15678074884263338
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,60,2.5,2.558074186083105,0.7146949293931696,-0.47713547905306575,1.0,1.1833014775963528
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,61,1.5,1.3381524316228601,0.9690984771982776,-0.491854959862157,0.0,-0.03662027686389191
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,62,1.5,1.2678122934736207,1.2306630294569776,-0.42434771070259125,0.0,-0.10696041501313136
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,63,1.75,1.800876981010554,0.6843567597362944,-0.5331097691682414,0.25,0.426104272523802
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,64,1.0,0.8011698778071068,1.1584516402431058,-0.4144036367314097,-0.5,-0.5736028306796452
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,65,1.75,1.7062136731238415,0.8004605542179879,-0.5076329479808117,0.25,0.3314409646370895
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,66,1.5,1.2011695928643287,1.3423507128211793,-0.4339621226644512,0.0,-0.17360311562242337
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,67,1.5,1.234041156679995,0.8914642508426791,-0.6119613807863631,0.0,-0.14073155180675712
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,68,2.25,2.1175610196387638,0.8033353057399197,-0.5281990104927232,0.75,0.7427883111520117
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,69,2.0,1.7062136731238415,1.1185396647995571,-0.48114672509499323,0.5,0.3314409646370895
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,70,1.5,1.3025076212264866,1.058283932837212,-0.4736790350192084,0.0,-0.07226508726026548
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,71,1.1,1.0215330987006,0.7850117101019517,-0.5189241913265958,-0.3999999999999999,-0.3532396097861521
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,72,2.0,1.9528100000134903,0.6852879282751111,-0.5782932175152509,0.5,0.5780372915267382
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,73,1.5,1.7529064232337652,0.5829460334428085,-0.5043822474691615,0.0,0.3781337147470132
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,74,1.25,1.3025076212264866,0.6685364654788271,-0.5254163376558554,-0.25,-0.07226508726026548
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,75,1.75,1.4907569596297852,1.0406351398850773,-0.5151363403140259,0.25,0.11598425114303312
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,76,1.25,1.1077158914918732,0.8753234113285958,-0.5242265036430489,-0.25,-0.2670568169948788
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,77,1.75,1.7529064232337652,0.8090113638005748,-0.47568739819534467,0.25,0.3781337147470132
0.35,1.0,1.0,1.0,partial_support,0.26249999999999996,1.5,1.374772708486752,0.9166272627571428,-0.49412940649608883,442,16,78,1.5,1.4510471717780122,0.699739995161166,-0.5788907265731711,0.0,0.0762744632912602
