bandwidth,smoothness_true,decay_true,variance_true,model,assumed_bandwidth,population_smoothness_target,population_decay_target,population_variance_target,population_objective,population_index,sample_size,trial,smoothness_estimate,decay_estimate,variance_estimate,sample_objective,smoothness_error_to_target,decay_error_to_target
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,10,0.5,1.1077158914918732,0.7918977471268211,-0.24337639842964676,0.0,0.10771589149187322
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,11,1.0,1.7062136731238415,0.9654154482701883,-0.1922767274684265,0.5,0.7062136731238415
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,12,0.5,0.9169616758649349,1.1410624001353245,-0.11781649320617948,0.0,-0.08303832413506507
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,13,0.4,0.7798288498981364,0.95523825659592,-0.19503957765068058,-0.09999999999999998,-0.2201711501018636
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,14,0.4,0.8687614787620717,0.8816271120878538,-0.207583294684072,-0.09999999999999998,-0.13123852123792834
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,15,0.75,1.3025076212264866,0.881131442966442,-0.2510349495020705,0.25,0.30250762122648656
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,16,0.75,1.6165263530222729,0.8257618452435798,-0.19791052700272993,0.25,0.6165263530222729
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,17,0.5,1.078209295686945,1.1303825289696878,-0.07318522053620169,0.0,0.0782092956869449
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,18,0.6,1.2678122934736207,0.9297801156394973,-0.16484357028755026,0.09999999999999998,0.2678122934736207
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,19,0.4,0.7,1.1170056925925733,-0.1458333802958819,-0.09999999999999998,-0.30000000000000004
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,20,0.4,1.0,0.8967014379697842,-0.16570104672086328,-0.09999999999999998,0.0
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,21,0.4,0.8925362634047809,0.9395291132426408,-0.16913948361922393,-0.09999999999999998,-0.10746373659521913
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,22,0.5,0.8687614787620717,1.124419929529826,-0.14260577824306087,0.0,-0.13123852123792834
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,23,0.5,0.7798288498981364,1.0603635032867957,-0.20815950789682813,0.0,-0.2201711501018636
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,24,0.6,1.234041156679995,1.0366760424180583,-0.11937968779341956,0.09999999999999998,0.23404115667999492
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,25,0.4,1.0215330987006,1.019498127306872,-0.09673964851810268,-0.09999999999999998,0.02153309870059994
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,26,0.75,1.9528100000134903,0.7619778584933293,-0.17623289491160654,0.25,0.9528100000134903
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,27,0.6,1.3025076212264866,0.9147465520151244,-0.16422501140643386,0.09999999999999998,0.30250762122648656
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,28,0.4,0.8456199909477188,1.038532382283029,-0.13242737795270332,-0.09999999999999998,-0.15438000905228122
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,29,0.4,1.1691736398026784,0.7730819634153031,-0.20653891170704974,-0.09999999999999998,0.1691736398026784
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,30,0.75,1.7062136731238415,0.9689012035049517,-0.09897435302270352,0.25,0.7062136731238415
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,31,0.6,1.3025076212264866,0.9646267166782686,-0.13767792648838406,0.09999999999999998,0.30250762122648656
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,32,0.5,1.3381524316228601,0.8378705224796692,-0.16520430977196543,0.0,0.33815243162286013
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,33,0.4,0.9943221825476148,0.9757992306079645,-0.12472681525407081,-0.09999999999999998,-0.005677817452385159
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,34,1.25,2.296211444975489,0.8102748949545383,-0.21556568061759607,0.75,1.296211444975489
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,35,0.4,1.0494886768664426,0.8224620235029908,-0.19815915879196044,-0.09999999999999998,0.04948867686644265
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,36,0.5,0.7590562900317465,1.1994680332410765,-0.15584403858178242,0.0,-0.24094370996825354
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,37,0.4,0.7590562900317465,1.00275192530087,-0.17789164716485417,-0.09999999999999998,-0.24094370996825354
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,38,0.4,0.7798288498981364,1.1603521374652717,-0.09778057159953246,-0.09999999999999998,-0.2201711501018636
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,39,0.6,1.1077158914918732,0.9875372787394949,-0.18117269196448482,0.09999999999999998,0.10771589149187322
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,40,0.6,0.9420555214166172,1.1630375564870843,-0.16033468758552427,0.09999999999999998,-0.05794447858338281
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,41,1.1,2.4236087190758298,0.7873677478822936,-0.16642540726594734,0.6000000000000001,1.4236087190758298
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,42,0.4,0.9420555214166172,0.8030373759407207,-0.2346690070645202,-0.09999999999999998,-0.05794447858338281
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,43,0.5,1.0,0.9393665981005884,-0.18808466939958102,0.0,0.0
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,44,0.75,1.234041156679995,1.0879407298695,-0.16918247154364796,0.25,0.23404115667999492
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,45,0.5,1.0,1.1556965372976156,-0.08445832567328915,0.0,0.0
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,46,0.75,1.9528100000134903,0.8464602366110777,-0.12366003070092746,0.25,0.9528100000134903
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,47,0.6,1.1691736398026784,1.0129039081564328,-0.149400829294984,0.09999999999999998,0.1691736398026784
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,48,0.4,0.8687614787620717,0.9514780061546941,-0.1694596045097193,-0.09999999999999998,-0.13123852123792834
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,49,0.4,0.719156407894156,1.076399344625394,-0.1569658759142073,-0.09999999999999998,-0.280843592105844
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,50,0.6,1.3381524316228601,1.0468891876767654,-0.08817509347545194,0.09999999999999998,0.33815243162286013
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,51,1.0,2.3590502493343175,0.7438417624542706,-0.1827527543743519,0.5,1.3590502493343175
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,52,0.4,0.719156407894156,1.3954589431824351,-0.027164965072434044,-0.09999999999999998,-0.280843592105844
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,53,0.6,1.1691736398026784,0.9464090791098679,-0.18335169686452302,0.09999999999999998,0.1691736398026784
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,54,0.6,1.1077158914918732,0.9858416295399164,-0.18203195401992756,0.09999999999999998,0.10771589149187322
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,55,0.4,0.9169616758649349,1.022669003645729,-0.12020957761218365,-0.09999999999999998,-0.08303832413506507
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,56,0.6,1.4907569596297852,0.9703129368637677,-0.09375860450498463,0.09999999999999998,0.49075695962978516
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,57,0.4,0.7590562900317465,0.9853483854705392,-0.18664572476378738,-0.09999999999999998,-0.24094370996825354
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,58,0.4,0.8456199909477188,1.0094386298055271,-0.14663446863949203,-0.09999999999999998,-0.15438000905228122
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,59,0.9,1.7529064232337652,1.0547738626285565,-0.096805397629662,0.4,0.7529064232337652
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,60,0.5,1.0215330987006,0.816517654852168,-0.2517339560935713,0.0,0.02153309870059994
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,61,0.6,1.573466404101252,0.7945290238587984,-0.17872503063315892,0.09999999999999998,0.573466404101252
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,62,0.4,0.7,1.21890113372959,-0.10218431709211917,-0.09999999999999998,-0.30000000000000004
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,63,0.6,0.9420555214166172,1.0795803696371806,-0.1975660609761417,0.09999999999999998,-0.05794447858338281
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,64,0.6,1.3381524316228601,0.9767127348583093,-0.12286798662633203,0.09999999999999998,0.33815243162286013
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,65,0.75,1.4123951467232176,1.1283367647498619,-0.09360349524176381,0.25,0.41239514672321764
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,66,0.4,0.7388370557360368,1.0039523211441899,-0.18450573129661862,-0.09999999999999998,-0.26116294426396325
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,67,0.4,0.8687614787620717,1.0641012195008404,-0.1135249920414465,-0.09999999999999998,-0.13123852123792834
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,68,0.6,1.3025076212264866,1.0177810288013023,-0.11085849141089366,0.09999999999999998,0.30250762122648656
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,69,0.6,1.078209295686945,1.0777594474956145,-0.14724543809385093,0.09999999999999998,0.0782092956869449
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,70,0.6,1.5315534573293854,0.8211426142678375,-0.1696290002665315,0.09999999999999998,0.5315534573293854
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,71,0.75,1.4907569596297852,1.0558605334652489,-0.10537729578190502,0.25,0.49075695962978516
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,72,0.4,1.078209295686945,0.8806926944966743,-0.15811744303922104,-0.09999999999999998,0.0782092956869449
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,73,0.6,1.078209295686945,0.9965915543897296,-0.18639472216597286,0.09999999999999998,0.0782092956869449
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,74,0.5,0.8687614787620717,1.134834190819603,-0.137996144046033,0.0,-0.13123852123792834
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,75,0.9,1.7529064232337652,0.868186243269107,-0.19414310617582675,0.4,0.7529064232337652
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,76,0.75,1.3381524316228601,1.1433128368557361,-0.10932053469346259,0.25,0.33815243162286013
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,77,0.6,1.374772708486752,0.8127718352782022,-0.20634423668922763,0.09999999999999998,0.37477270848675204
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,78,0.5,0.7,1.3542103573597737,-0.12370755498150654,0.0,-0.30000000000000004
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,79,0.75,1.2678122934736207,1.0883493672148203,-0.1571113943954796,0.25,0.2678122934736207
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,80,0.6,0.9943221825476148,1.0522953942632662,-0.1894678188357427,0.09999999999999998,-0.005677817452385159
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,81,0.5,1.138029973560812,0.9350104236760681,-0.1527104999880443,0.0,0.13802997356081192
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,82,0.5,1.078209295686945,0.844576391283296,-0.2189233135690214,0.0,0.0782092956869449
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,83,0.6,1.5315534573293854,0.7444287759784195,-0.21866881113581527,0.09999999999999998,0.5315534573293854
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,84,0.75,1.374772708486752,0.8751511210710414,-0.2317015333185053,0.25,0.37477270848675204
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,85,0.5,1.0494886768664426,0.9759690078033352,-0.1545152853793238,0.0,0.04948867686644265
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,86,0.4,0.7,1.026882496470195,-0.18789543346530058,-0.09999999999999998,-0.30000000000000004
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,87,0.4,0.7590562900317465,0.9036674870752115,-0.22991262515118072,-0.09999999999999998,-0.24094370996825354
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,88,0.4,1.0,0.8364256134161994,-0.20049373226585165,-0.09999999999999998,0.0
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,89,0.75,1.4907569596297852,1.041895492999315,-0.11203452693434313,0.25,0.49075695962978516
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,90,0.5,1.3381524316228601,0.9864627612464884,-0.08357331195688589,0.0,0.33815243162286013
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,91,1.1,2.489933915073615,0.6798919803760217,-0.22936742275341415,0.6000000000000001,1.4899339150736148
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,92,1.0,2.296211444975489,0.8969874867128779,-0.09886673991165984,0.5,1.296211444975489
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,93,0.5,0.9420555214166172,0.9322492208227308,-0.210331114031445,0.0,-0.05794447858338281
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,94,0.6,1.0215330987006,1.0577866516705225,-0.17662857217946026,0.09999999999999998,0.02153309870059994
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,95,0.4,1.1691736398026784,0.8731499215304099,-0.14567781337145613,-0.09999999999999998,0.1691736398026784
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,96,0.5,1.1077158914918732,1.0526398009292173,-0.10106434447681412,0.0,0.10771589149187322
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,97,0.4,1.4510471717780122,0.7902414749201472,-0.15720669295243428,-0.09999999999999998,0.45104717177801223
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,98,0.6,1.374772708486752,0.9871363216874275,-0.10916537550817806,0.09999999999999998,0.37477270848675204
0.35,0.5,1.0,1.0,support_aware,0.35,0.5,1.0,0.9999999999999998,-0.15680993807325083,66,16,99,0.5,1.0215330987006,1.0615329413781143,-0.120523566721907,0.0,0.02153309870059994
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,0,1.5,2.3590502493343175,0.8107752530303134,-0.11520686772016353,0.5,0.8682932897045323
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,1,1.25,2.175510823400143,0.629283686077381,-0.1989020758864677,0.25,0.6847538637703576
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,2,1.75,2.7,0.7414038296257045,-0.15161901599510152,0.75,1.209243040370215
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,3,1.25,1.5315534573293854,0.9585632961461105,-0.2207158021553458,0.25,0.040796497699600254
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,4,1.0,1.5315534573293854,0.8631763458207358,-0.12844233270440575,0.0,0.040796497699600254
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,5,1.25,2.0611548440312246,0.7538966972255828,-0.1405349091565351,0.25,0.5703978844014395
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,6,1.25,1.7062136731238415,1.0486810118298884,-0.09845846393967561,0.25,0.21545671349405637
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,7,1.25,2.296211444975489,0.6465901473298118,-0.1548662362504869,0.25,0.8054544853457037
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,8,1.0,1.6165263530222729,0.8506386669577791,-0.10524882799875557,0.0,0.12576939339248772
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,9,0.75,1.0,0.9881400471776899,-0.12613692649717123,-0.25,-0.49075695962978516
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,10,1.1,1.7529064232337652,0.6479514355464476,-0.2455619617947954,0.10000000000000009,0.26214946360398006
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,11,2.0,2.628079203986133,0.8442320214075729,-0.19012120900682838,1.0,1.1373222443563478
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,12,0.9,1.234041156679995,0.9836480387737441,-0.12529134636800365,-0.09999999999999998,-0.25671580294979024
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,13,0.9,1.374772708486752,0.7618058481794935,-0.19290524480142257,-0.09999999999999998,-0.11598425114303312
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,14,0.75,1.1691736398026784,0.7165112910438325,-0.20951170582056522,-0.25,-0.32158331982710675
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,15,1.25,1.7062136731238415,0.7749358845878273,-0.24971255289992256,0.25,0.21545671349405637
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,16,1.25,1.9528100000134903,0.7207624913411662,-0.19642421085322592,0.25,0.4620530403837051
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,17,1.0,1.573466404101252,0.9377840657626357,-0.07160774183151974,0.0,0.08270944447146689
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,18,1.1,1.7062136731238415,0.7863659263403663,-0.16478502899958847,0.10000000000000009,0.21545671349405637
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,19,0.6,0.719156407894156,1.009095424452292,-0.13981641345535722,-0.4,-0.7716005517356291
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,20,0.75,1.3025076212264866,0.7152006030332551,-0.16024861180057748,-0.25,-0.1882493384032986
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,21,0.75,1.2011695928643287,0.7568080520146097,-0.16934517189347675,-0.25,-0.2895873667654565
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,22,1.1,1.5315534573293854,0.9325026824729141,-0.14652844543777377,0.10000000000000009,0.040796497699600254
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,23,0.75,0.8687614787620717,0.959363592013901,-0.21472646641075632,-0.25,-0.6219954808677135
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,24,1.25,1.9007923519894863,0.8696908911066284,-0.11974449557746603,0.25,0.4100353923597011
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,25,0.9,1.6165263530222729,0.7816977185062572,-0.09638295369010819,-0.09999999999999998,0.12576939339248772
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,26,1.5,2.7,0.6055062354093558,-0.1762064147073985,0.5,1.209243040370215
0.35,0.5,1.0,1.0,partial_support,0.26249999999999996,1.0,1.4907569596297852,0.8433565628662794,-0.15569466995859216,289,16,27,1.25,1.9528100000134903,0.7673259072739543,-0.1651232331443313,0.25,0.4620530403837051
