aspect_ratio,angle_degrees,smoothness,bandwidth,decay_true,decay_pseudo,decay_shift,implied_range_ratio,variance_factor,smoothed_correlation,asymptotic_scale,leading_coefficient,directional_contrast_coefficient_to_minor,leading_shift,coefficient_ratio,directional_kernel_variance,kernel_total_variance,support_radius,quadrature_order
1.0,30.0,0.5,0.0450123054940112,1.0,0.9639612328322767,0.0360387671677231,1.0373861167236311,0.9646027377039226,0.3813791581973991,0.0450123054940112,0.8040922786428688,0.0,0.0361940472916484,0.9957097883341413,0.2,0.4,1.4142135623730951,96
1.0,30.0,0.5,0.0608164769291628,1.0,0.951381444957308,0.048618555042692,1.0511031146343977,0.9525438758237734,0.3862071308743784,0.0608164769291628,0.8040922786428688,0.0,0.048902059513002,0.9942026067381768,0.2,0.4,1.4142135623730951,96
1.0,30.0,0.5,0.0821696161856783,1.0,0.9344459038386306,0.0655540961613694,1.070152906542881,0.9365466469077416,0.3928034561301069,0.0821696161856783,0.8040922786428688,0.0,0.066071953913952,0.992162215253131,0.2,0.4,1.4142135623730951,96
1.0,30.0,0.5,0.1110200091328213,1.0,0.9116765548028452,0.0883234451971548,1.0968802419365224,0.915459043081244,0.4018499355113289,0.1110200091328213,0.8040922786428688,0.0,0.0892703321185624,0.9893930391101268,0.2,0.4,1.4142135623730951,96
1.0,30.0,0.5,0.15,1.0,0.8811210744941509,0.1188789255058491,1.1349178097619526,0.887896736620782,0.4143181696925549,0.15,0.8040922786428688,0.0,0.1206138417964303,0.9856159437031335,0.2,0.4,1.4142135623730951,96
1.0,35.0,0.5,0.003,1.0,0.9975884135314146,0.0024115864685854,1.002417416276968,0.9975913190672324,0.3687676848615963,0.003,0.8040922786428688,0.0,0.0024122768359286,0.9997138108972776,0.2,0.4,1.4142135623730951,96
1.0,35.0,0.5,0.0040533233920169,1.0,0.9967420141606408,0.0032579858393592,1.0032686350059226,0.9967473156285844,0.3690799417263892,0.0040533233920169,0.8040922786428688,0.0,0.0032592460423633,0.9996133452375924,0.2,0.4,1.4142135623730951,96
1.0,35.0,0.5,0.0054764768400905,1.0,0.9955987076118696,0.0044012923881304,1.004420749398809,0.9956083790751308,0.3695021545541382,0.0054764768400905,0.8040922786428688,0.0,0.0044035927412833,0.9994776190061126,0.2,0.4,1.4142135623730951,96
1.0,35.0,0.5,0.0073993105605927,1.0,0.9940544704598636,0.0059455295401364,1.0059810902891329,0.9940721100448996,0.3700731943058674,0.0073993105605927,0.8040922786428688,0.0,0.0059497284890532,0.9992942620954062,0.2,0.4,1.4142135623730951,96
1.0,35.0,0.5,0.0099972661933495,1.0,0.9919689398249192,0.0080310601750808,1.008096080283016,0.9920011023003354,0.3708457986547492,0.0099972661933495,0.8040922786428688,0.0,0.0080387245536097,0.999046567838242,0.2,0.4,1.4142135623730951,96
