config_id,model,dimension,bandwidth,smoothness,number_of_inputs,number_of_outputs,replicates,decay_true,population_target,mean_estimate,median_estimate,standard_deviation,bias_from_truth,bias_from_population_target,rmse_from_truth,monte_carlo_standard_error_mean,boundary_fits
d1_n100_nu05_h04,corrected,1,0.4,0.5,100,21,200,1.0,1.0000000124973485,1.0144121826159451,0.8861211550440896,0.5285730028119114,0.0144121826159451,0.0144121701185968,0.5274468534486183,0.0373757554640438,1
d1_n100_nu05_h04,naive,1,0.4,0.5,100,21,200,1.0,0.4028032409476406,0.3947942223551052,0.3623254621598412,0.1509405138033903,-0.6052057776448948,-0.0080090185925354,0.6236530740792169,0.0106731060866159,0
d1_n225_nu05_h04,corrected,1,0.4,0.5,225,53,200,1.0,0.9999999938427224,1.028764260208086,0.9867992078520014,0.3671810887040851,0.0287642602080859,0.0287642663653635,0.367389745104196,0.0259636237746117,0
d1_n225_nu05_h04,naive,1,0.4,0.5,225,53,200,1.0,0.4028032409610779,0.3946263451682645,0.3875723911225106,0.0970071789356421,-0.6053736548317354,-0.0081768957928133,0.6130584007788814,0.0068594434049169,0
d1_n400_nu05_h04,corrected,1,0.4,0.5,400,96,200,1.0,0.9999999952884614,1.0251958943323132,1.0110650043862677,0.1770542265742323,0.0251958943323131,0.0251958990438517,0.1783992467564414,0.0125196244248379,0
d1_n400_nu05_h04,naive,1,0.4,0.5,400,96,200,1.0,0.4028032409607999,0.4114994551821271,0.4026145474158447,0.0682781791270385,-0.5885005448178728,0.0086962142213272,0.5924284694772126,0.0048279963467798,0
d2_boundary_nu05_h07,corrected,2,0.7,0.5,361,100,200,1.0,0.9999998620540363,0.9905493166621516,0.9784604606334576,0.1644358507302909,-0.0094506833378484,-0.0094505453918848,0.1642962832078675,0.0116273705121567,0
d2_boundary_nu05_h07,naive,2,0.7,0.5,361,100,200,1.0,0.1346935129738153,0.1334338420858093,0.1299207654907767,0.0323510117105401,-0.8665661579141907,-0.0012596708880059,0.8671668011755662,0.0022875619758768,0
d2_irregular_nu05_h05,corrected,2,0.5,0.5,361,36,200,1.0,0.9999999962010596,1.1440393892089753,0.9901270636453624,0.7181994620825425,0.1440393892089753,0.1440393930079158,0.7307385035993861,0.0507843709883096,4
d2_irregular_nu05_h05,naive,2,0.5,0.5,361,36,200,1.0,0.2837067651195696,0.2924603597723966,0.2836660466746891,0.0901144976086037,-0.7075396402276034,0.0087535946528269,0.7132267255643616,0.0063720572342262,0
d2_nu05_h00,corrected,2,0.0,0.5,361,36,200,1.0,1.0000000004740064,1.0379917009846311,0.9758477382833696,0.352162563985439,0.0379917009846313,0.0379917005106249,0.3533295182391928,0.0249016537074145,0
d2_nu05_h00,naive,2,0.0,0.5,361,36,200,1.0,1.0000000004740064,1.0379917009846311,0.9758477382833696,0.352162563985439,0.0379917009846313,0.0379917005106249,0.3533295182391928,0.0249016537074145,0
d2_nu05_h03,corrected,2,0.3,0.5,361,36,200,1.0,1.000000003053159,1.0431272801926974,0.9598352698761295,0.4672363285963797,0.0431272801926974,0.0431272771395383,0.4680579025326273,0.0330385976367206,1
d2_nu05_h03,naive,2,0.3,0.5,361,36,200,1.0,0.4805327070202638,0.480481349367574,0.4577212136939171,0.1414310589973901,-0.5195186506324261,-5.135765268987624e-05,0.538332944451493,0.0100006860887449,0
d2_nu05_h05,corrected,2,0.5,0.5,361,36,200,1.0,1.000000001923297,1.0644580014107852,0.9690508735046568,0.5564694940111738,0.0644580014107851,0.0644579994874881,0.5588066214909228,0.0393483352738747,2
d2_nu05_h05,naive,2,0.5,0.5,361,36,200,1.0,0.2888217985121897,0.2858845003492052,0.2756146774391032,0.0895328990646826,-0.7141154996507948,-0.0029372981629844,0.7196784046755581,0.0063309320067927,0
d2_nu05_h07,corrected,2,0.7,0.5,361,36,200,1.0,0.999999990055178,1.0899459223683727,0.958906464208316,0.6709421558529096,0.0899459223683727,0.0899459323131948,0.6752798150165195,0.0474427748187513,3
d2_nu05_h07,naive,2,0.7,0.5,361,36,200,1.0,0.1516529095080236,0.1510592977030964,0.1408360848344431,0.0556037940634402,-0.8489407022969035,-0.0005936118049272,0.8507506326891787,0.0039317819841958,0
d2_nu10_h00,corrected,2,0.0,1.0,361,36,200,1.0,0.9999999976453864,1.0035926349732316,0.9863484616548563,0.1415572929938393,0.0035926349732315,0.0035926373278453,0.1412486527008163,0.0100096121802354,0
d2_nu10_h00,naive,2,0.0,1.0,361,36,200,1.0,0.9999999976453864,1.0035926349732316,0.9863484616548563,0.1415572929938393,0.0035926349732315,0.0035926373278453,0.1412486527008163,0.0100096121802354,0
d2_nu10_h03,corrected,2,0.3,1.0,361,36,200,1.0,1.000000001555308,1.0021737569600695,0.9872403470874056,0.1420780948464068,0.0021737569600697,0.0021737554047618,0.1417391242012243,0.0100464384323959,0
d2_nu10_h03,naive,2,0.3,1.0,361,36,200,1.0,0.7439719408091332,0.740756885211299,0.741116675138334,0.0989925652536849,-0.259243114788701,-0.0032150555978341,0.2774121895320665,0.0069998314177932,0
d2_nu10_h05,corrected,2,0.5,1.0,361,36,200,1.0,1.0000000004288887,0.9989022422031514,0.9930836878550482,0.1399883651539193,-0.0010977577968486,-0.0010977582257373,0.1396422706015454,0.0098986722287554,0
d2_nu10_h05,naive,2,0.5,1.0,361,36,200,1.0,0.5842071770253389,0.5785444542421936,0.5753021334040134,0.0790610036335922,-0.4214555457578064,-0.0056627227831452,0.428770528527887,0.0055904571796727,0
d2_nu10_h07,corrected,2,0.7,1.0,361,36,200,1.0,1.0000000770266368,0.9900773022562732,0.9760958250441328,0.1419899784186866,-0.0099226977437267,-0.0099227747703636,0.1419817175977095,0.0100402076600384,0
d2_nu10_h07,naive,2,0.7,1.0,361,36,200,1.0,0.4141361063646047,0.4073616353535311,0.4078969308009212,0.0652720808095415,-0.5926383646464688,-0.0067744710110735,0.5962041374909959,0.0046154330962583,0
d2_nu15_h00,corrected,2,0.0,1.5,361,36,200,1.0,1.000000000100618,0.9967574539387624,0.995767337828568,0.0949926111921163,-0.0032425460612376,-0.0032425461618555,0.0948102964089362,0.0067169919536562,0
d2_nu15_h00,naive,2,0.0,1.5,361,36,200,1.0,1.000000000100618,0.9967574539387624,0.995767337828568,0.0949926111921163,-0.0032425460612376,-0.0032425461618555,0.0948102964089362,0.0067169919536562,0
d2_nu15_h03,corrected,2,0.3,1.5,361,36,200,1.0,1.000000011339506,0.9980526827117822,0.9978533168876365,0.0967637909007926,-0.0019473172882178,-0.0019473286277238,0.0965412197870207,0.0068422332719267,0
d2_nu15_h03,naive,2,0.3,1.5,361,36,200,1.0,0.8416284668424043,0.8407331266024147,0.841784799595588,0.0799206270109989,-0.1592668733975852,-0.0008953402399896,0.1781047642556609,0.0056512417316158,0
d2_nu15_h05,corrected,2,0.5,1.5,361,36,200,1.0,0.999999972803388,0.9986902005730814,1.0060812649255984,0.1002503184852767,-0.0013097994269185,-0.0013097722303065,0.1000079561792769,0.007088768001705,0
d2_nu15_h05,naive,2,0.5,1.5,361,36,200,1.0,0.7222624996174462,0.7214474341921879,0.7192063319004689,0.0719609435861293,-0.278552565807812,-0.0008150654252582,0.2876525985158357,0.0050884071190334,0
d2_nu15_h07,corrected,2,0.7,1.5,361,36,200,1.0,0.9999999999537228,0.9897863309038424,0.9927589870677408,0.1039049274981216,-0.0102136690961576,-0.0102136690498804,0.1041468762133736,0.0073471878832618,0
d2_nu15_h07,naive,2,0.7,1.5,361,36,200,1.0,0.5726286852627059,0.5702174281405327,0.5668858805207305,0.065929922399459,-0.4297825718594673,-0.0024112571221732,0.4347850963043683,0.004661949521176,0
d2_nu25_h00,corrected,2,0.0,2.5,361,36,200,1.0,1.0000000153122404,0.9947339596360538,0.9939484104838004,0.0591980933642687,-0.0052660403639461,-0.0052660556761865,0.0592842590220166,0.0041859373251188,0
d2_nu25_h00,naive,2,0.0,2.5,361,36,200,1.0,1.0000000153122404,0.9947339596360538,0.9939484104838004,0.0591980933642687,-0.0052660403639461,-0.0052660556761865,0.0592842590220166,0.0041859373251188,0
d2_nu25_h03,corrected,2,0.3,2.5,361,36,200,1.0,0.9999999520849212,0.9941217415971908,0.9929961285205268,0.0589970213468731,-0.0058782584028093,-0.0058782104877305,0.0591421948105967,0.0041717193864181,0
d2_nu25_h03,naive,2,0.3,2.5,361,36,200,1.0,0.9170685421411412,0.9129658898290114,0.9115864720413382,0.0535309453675654,-0.0870341101709886,-0.0041026523121296,0.1021086217448915,0.0037852094472732,0
d2_nu25_h05,corrected,2,0.5,2.5,361,36,200,1.0,1.0000000009938224,0.9935759398493356,0.99447339158132,0.0587653569733242,-0.0064240601506645,-0.0064240611444869,0.0589692198788534,0.0041553382414685,0
d2_nu25_h05,naive,2,0.5,2.5,361,36,200,1.0,0.8453729489948774,0.8420723436703997,0.8466440848607923,0.0502046672992599,-0.1579276563296002,-0.0033006053244776,0.1656775504083054,0.0035500060694521,0
d2_nu25_h07,corrected,2,0.7,2.5,361,36,200,1.0,0.99999987384033,0.9937983148053036,0.9974143064987756,0.0592180427245633,-0.0062016851946964,-0.0062015590350263,0.0593944744943642,0.0041873479579133,0
