dimension,smoothness,bandwidth,decay_true,lag,exact_pseudo_decay,exact_decay_shift,leading_decay_shift,transition_pseudo_decay,transition_decay_shift,exact_to_leading_ratio,exact_to_transition_ratio,leading_relative_error,transition_relative_error,exact_variance_factor,transition_variance_factor,transition_variance_loss_relative_error,quadrature_order
2,1.05,0.05,1.0,1.0,0.995905439095132,0.0040945609048679,0.0144935666284112,0.9959074433964058,0.0040925566035942,0.282508854434871,1.000489743079416,2.539712063186103,0.0004895033485385,0.9970305831303738,0.9970321605559234,0.0005312240142669,96
2,1.075,0.01,1.0,1.0,0.9997975317231668,0.0002024682768331,0.0003887865706596,0.9997975356509156,0.0002024643490844,0.5207697284646938,1.0000193997051807,0.9202345016254072,1.9399328839503653e-05,0.9998570456055328,0.9998570485624624,2.0684425974400783e-05,96
2,1.075,0.02,1.0,1.0,0.9992715598918512,0.0007284401081488,0.0015551462826384,0.9992716169849744,0.0007283830150255,0.468406166211592,1.0000783833809443,1.134899307769301,7.837723747146484e-05,0.9994823724284904,0.9994824158992196,8.398070643858877e-05,96
2,1.075,0.05,1.0,1.0,0.9962012556173588,0.0037987443826411,0.0097196642664901,0.9962031556712972,0.0037968443287028,0.3908308228029882,1.000500429771095,1.5586518300376848,0.0005001794663994,0.9972692510378218,0.9972707255017752,0.000539948553927,96
2,1.1,0.01,1.0,1.0,0.999817142000108,0.0001828579998919,0.0002931458670369,0.9998171456247028,0.000182854375297,0.6237781952726519,1.0000198223030792,0.6031339466152748,1.982191016322748e-05,0.9998719781812576,0.9998719808781672,2.106601697334288e-05,96
2,1.1,0.02,1.0,1.0,0.9993339729394712,0.0006660270605288,0.0011725834681476,0.9993340263282062,0.0006659736717937,0.567999702043375,1.000080166435042,0.7605643038235882,8.01600088998334e-05,0.9995306971385884,0.999530737265368,8.550295124155948e-05,96
2,1.1,0.05,1.0,1.0,0.9964676452184308,0.0035323547815691,0.007328646675923,0.9964694557932036,0.0035305442067965,0.4819927795365034,1.0005128316391192,1.0747198764297374,0.0005125687776326,0.9974814696911172,0.9974828538166368,0.0005495766776209,96
2,1.125,0.01,1.0,1.0,0.99983407326068,0.00016592673932,0.000235635494469,0.9998340766328716,0.0001659233671285,0.7041670003661218,1.0000203237891343,0.4201176702118445,2.03233760865668e-05,0.9998847205186464,0.999884722996198,2.1491694421089595e-05,96
2,1.125,0.02,1.0,1.0,0.9993888837135776,0.0006111162864222,0.000942541977876,0.9993889339776502,0.0006110660223498,0.6483703652111105,1.000082256369396,0.5423283568403042,8.224960384225252e-05,0.9995727023641764,0.9995727396211314,8.71920459021323e-05,96
2,1.125,0.05,1.0,1.0,0.9967080384027616,0.0032919615972383,0.0058908873617253,0.9967097726887264,0.0032902273112734,0.5588227027776979,1.0005271021728184,0.7894763312753319,0.0005268244824888,0.9976706070883749,0.9976719119464292,0.0005601708703134,96
